hhid,round,comment,Goods_ID,goodtype,Goods_ID_r6,s14q61,s14q61b,goodsource,goodsource_b,s14q63a,s14q63b,s14q81_r6,s14q79,s14q81,s14q81b,s14q82,s14q82b
3010,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
3010,6,0,,,Other specify,No,,,,,,,,,.,,
3010,6,0,,,Livestock,No,,,,,,,,,.,,
3010,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3010,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3012,5,0,1,Food,,,,shopkeeper,,500,500,,No,,,,9
3013,5,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,10,
3013,6,0,,,Livestock,No,,,,,,,,,.,,
3013,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3013,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3013,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every month,,,.,,
3013,6,0,,,Other specify,No,,,,,,,,,.,,
3015,4,0,1,Food,,,,shopkeeper,,18000,18000,,No,,,,10
3019,4,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,10,
3020,4,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every two months,,5,
3020,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
3022,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,3,
3022,5,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,1,
3022,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3022,6,0,,,Livestock,No,,,,,,,,,.,,
3022,6,0,,,Other specify,No,,,,,,,,,.,,
3022,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3022,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
3024,4,0,1,Food,,,,shopkeeper,,24000,24000,,No,,,,10
3024,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,10,
3027,6,0,,,Other specify,No,,,,,,,,,.,,
3027,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3027,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3027,6,0,,,Livestock,No,,,,,,,,,.,,
3027,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
3028,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
3028,5,0,1,Food,,,,shopkeeper,,300,300,,Yes,Other (specify),EVERY DAY WE NEED CREDIT,10,
3028,6,0,,,Livestock,No,,,,,,,,,.,,
3028,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
3028,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3028,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3028,6,0,,,Other specify,No,,,,,,,,,.,,
3029,6,0,,,Other specify,No,,,,,,,,,.,,
3029,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
3029,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3029,6,0,,,Livestock,No,,,,,,,,,.,,
3029,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3031,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
3031,6,0,,,Food,Yes,,Private (family/friends etc.),,1500,1500,Every month,,,.,,
3031,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3031,6,0,,,Livestock,No,,,,,,,,,.,,
3031,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3031,6,0,,,Other specify,No,,,,,,,,,.,,
3033,4,0,1,Food,,,,shopkeeper,,24000,24000,,No,,,,10
3034,6,0,,,Livestock,No,,,,,,,,,.,,
3034,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3034,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3034,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
3034,6,0,,,Other specify,No,,,,,,,,,.,,
3036,6,0,,,Other specify,No,,,,,,,,,.,,
3036,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3036,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
3036,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3036,6,0,,,Livestock,No,,,,,,,,,.,,
3041,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,10,
3041,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
3041,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
3041,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
3041,6,0,,,Other specify,No,,,,,,,,,.,,
3041,6,0,,,Livestock,No,,,,,,,,,.,,
4004,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,10,
4005,4,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,9
4005,5,0,1,Food,,,,shopkeeper,,500,500,,No,,,,8
4005,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4005,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4005,6,0,,,Other specify,No,,,,,,,,,.,,
4005,6,0,,,Livestock,No,,,,,,,,,.,,
4005,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every month,,,.,,
4007,5,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,9
4007,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4007,6,0,,,Food,Yes,,Private (family/friends etc.),,2800,2800,Every month,,,.,,
4007,6,0,,,Other specify,No,,,,,,,,,.,,
4007,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4007,6,0,,,Livestock,No,,,,,,,,,.,,
4010,5,0,1,Food,,,,shopkeeper,,5000,5000,,No,,,,5
4011,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,4,
4011,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4011,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4011,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4011,6,0,,,Other specify,No,,,,,,,,,.,,
4011,6,0,,,Livestock,No,,,,,,,,,.,,
4013,5,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,8
4013,6,0,,,Food,Yes,,Trader,,3000,3000,Every month,,,.,,
4013,6,0,,,Other specify,No,,,,,,,,,.,,
4013,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4013,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4013,6,0,,,Livestock,No,,,,,,,,,.,,
4014,5,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every month,,10,
4019,5,0,1,Food,,,,shopkeeper,,6000,6000,,Yes,Every two months,,10,
4020,5,0,1,Food,,,,shopkeeper,,4200,4200,,Yes,Every month,,12,
4021,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,1,
4021,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4021,6,0,,,Livestock,No,,,,,,,,,.,,
4021,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4021,6,0,,,Other specify,No,,,,,,,,,.,,
4021,6,0,,,Food,Yes,,Private (family/friends etc.),,3600,3600,Every month,,,.,,
4023,5,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,11
4023,6,0,,,Livestock,No,,,,,,,,,.,,
4023,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4023,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4023,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every two months,,,.,,
4023,6,0,,,Other specify,No,,,,,,,,,.,,
4025,5,0,1,Food,,,,shopkeeper,,1500,1500,,No,,,,3
4025,6,0,,,Other specify,No,,,,,,,,,.,,
4025,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4025,6,0,,,Livestock,No,,,,,,,,,.,,
4025,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4025,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4026,5,0,1,Food,,,,shopkeeper,,800,800,,Yes,Every two months,,4,
4026,6,0,,,Livestock,No,,,,,,,,,.,,
4026,6,0,,,Food,Yes,,Private (family/friends etc.),,1500,1500,Every month,,,.,,
4026,6,0,,,Other specify,No,,,,,,,,,.,,
4026,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4026,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4027,6,0,,,Food,Yes,,Private (family/friends etc.),,300,300,Every month,,,.,,
4027,6,0,,,Livestock,No,,,,,,,,,.,,
4027,6,0,,,Other specify,No,,,,,,,,,.,,
4027,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4027,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4028,6,0,,,Livestock,No,,,,,,,,,.,,
4028,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4028,6,0,,,Other specify,No,,,,,,,,,.,,
4028,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4028,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every two months,,,.,,
4029,6,0,,,Other specify,No,,,,,,,,,.,,
4029,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4029,6,0,,,Food,Yes,,Trader,,2000,2000,Every two months,,,.,,
4029,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4029,6,0,,,Livestock,No,,,,,,,,,.,,
4030,6,0,,,Other specify,No,,,,,,,,,.,,
4030,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4030,6,0,,,Food,Yes,,Private (family/friends etc.),,2000,2000,Every two months,,,.,,
4030,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4030,6,0,,,Livestock,No,,,,,,,,,.,,
4031,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,12,
4031,5,0,1,Food,,,,shopkeeper,,1500,1500,,Yes,Every month,,10,
4031,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4031,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
4031,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4031,6,0,,,Other specify,No,,,,,,,,,.,,
4031,6,0,,,Livestock,No,,,,,,,,,.,,
4032,4,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every two months,,2,
4033,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,2,
4033,4,0,2,Household durables and supplies,,,,shopkeeper,,5000,5000,,No,,,,7
4033,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,10,
4033,6,0,,,Other specify,No,,,,,,,,,.,,
4033,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6000,Every two months,,,.,,
4033,6,0,,,Livestock,No,,,,,,,,,.,,
4033,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4033,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4034,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,12,
4034,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4034,6,0,,,Livestock,No,,,,,,,,,.,,
4034,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
4034,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4034,6,0,,,Other specify,No,,,,,,,,,.,,
4035,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,10,
4035,6,0,,,Other specify,No,,,,,,,,,.,,
4035,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
4035,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4035,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4035,6,0,,,Livestock,No,,,,,,,,,.,,
4037,4,0,1,Food,,,,shopkeeper,,13000,13000,,Yes,Every two months,,10,
4037,5,0,1,Food,,,,shopkeeper,,7000,7000,,Yes,Every month,,10,
4037,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4037,6,0,,,Livestock,No,,,,,,,,,.,,
4037,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4037,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4037,6,0,,,Other specify,No,,,,,,,,,.,,
4038,5,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,9
4039,4,0,1,Food,,,,shopkeeper,,600,600,,No,,,,9
4040,4,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every two months,,4,
4040,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,2,
4040,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4040,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4040,6,0,,,Livestock,No,,,,,,,,,.,,
4040,6,0,,,Food,Yes,,Trader,,2900,2900,Every month,,,.,,
4040,6,0,,,Other specify,No,,,,,,,,,.,,
4041,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,7,
4042,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,12,
4042,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,11,
4042,6,0,,,Livestock,No,,,,,,,,,.,,
4042,6,0,,,Food,Yes,,Private (family/friends etc.),,4000,4000,Every two months,,,.,,
4042,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4042,6,0,,,Other specify,No,,,,,,,,,.,,
4042,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4043,4,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every two months,,7,
4043,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,5,
4043,6,0,,,Livestock,No,,,,,,,,,.,,
4043,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4043,6,0,,,Other specify,No,,,,,,,,,.,,
4043,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4043,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4044,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4044,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4044,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6000,Every month,,,.,,
4044,6,0,,,Other specify,No,,,,,,,,,.,,
4044,6,0,,,Livestock,No,,,,,,,,,.,,
4045,5,0,1,Food,,,,shopkeeper,,15000,15000,,Yes,Every month,,1,
4045,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4045,6,0,,,Food,Yes,,Private (family/friends etc.),,7000,7000,Every month,,,.,,
4045,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4045,6,0,,,Other specify,No,,,,,,,,,.,,
4045,6,0,,,Livestock,No,,,,,,,,,.,,
4048,4,0,1,Food,,,,shopkeeper,,1,1000,,No,,,,9
4048,5,0,1,Food,,,,shopkeeper,,600,600,,Yes,Every two months,,6,
4049,4,0,1,Household durables and supplies,,,,shopkeeper,,470,470,,No,,,,8
4049,4,0,2,Food,,,,shopkeeper,,1060,1060,,Yes,Every month,,3,
4049,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,12,
4050,4,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every two months,,6,
4050,5,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,10,
4050,6,0,,,Other specify,No,,,,,,,,,.,,
4050,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6000,Every two months,,,.,,
4050,6,0,,,Livestock,No,,,,,,,,,.,,
4050,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4050,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4051,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,12,
4051,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4051,6,0,,,Livestock,No,,,,,,,,,.,,
4051,6,0,,,Other specify,No,,,,,,,,,.,,
4051,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4051,6,0,,,Food,Yes,,Private (family/friends etc.),,6200,6200,Every month,,,.,,
4053,5,0,1,Food,,,,shopkeeper,,10000,10000,,Yes,Every month,,1,
4053,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every two months,,,.,,
4053,6,0,,,Livestock,No,,,,,,,,,.,,
4053,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4053,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4053,6,0,,,Other specify,No,,,,,,,,,.,,
4054,4,0,1,Food,,,,shopkeeper,,1000,1000,,No,,,,7
4056,5,0,1,Food,,,,shopkeeper,,500,500,,No,,,,1
4056,6,0,,,Other specify,No,,,,,,,,,.,,
4056,6,0,,,Food,Yes,,Private (family/friends etc.),,1000,1000,Every month,,,.,,
4056,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4056,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4056,6,0,,,Livestock,No,,,,,,,,,.,,
4057,5,0,1,Food,,,,shopkeeper,,1100,1100,,No,,,,6
4058,4,0,1,Food,,,,Trader,,4000,4000,,No,,,,11
4058,5,0,1,Food,,,,Money lender,,2000,2000,,Yes,Every month,,3,
4058,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4058,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4058,6,0,,,Other specify,No,,,,,,,,,.,,
4058,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
4058,6,0,,,Livestock,No,,,,,,,,,.,,
4059,5,0,1,Food,,,,shopkeeper,,4000,4000,,Yes,Every month,,3,
4059,6,0,,,Food,Yes,,Private (family/friends etc.),,4300,4300,Every month,,,.,,
4059,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4059,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4059,6,0,,,Livestock,No,,,,,,,,,.,,
4059,6,0,,,Other specify,No,,,,,,,,,.,,
4060,5,0,1,Food,,,,shopkeeper,,2000,2000,,No,,,,11
4060,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4060,6,0,,,Other specify,No,,,,,,,,,.,,
4060,6,0,,,Livestock,No,,,,,,,,,.,,
4060,6,1,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Other (specify),,,.,,
4060,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4062,6,0,,,Livestock,No,,,,,,,,,.,,
4062,6,0,,,Other specify,No,,,,,,,,,.,,
4062,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4062,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
4062,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4063,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4063,6,0,,,Other specify,No,,,,,,,,,.,,
4063,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4063,6,0,,,Food,Yes,,Private (family/friends etc.),,300,3000,Every month,,,.,,
4063,6,0,,,Livestock,No,,,,,,,,,.,,
4064,4,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every two months,,6,
4064,5,0,1,Food,,,,shopkeeper,,2800,2800,,Yes,Every month,,1,
4064,6,0,,,Livestock,No,,,,,,,,,.,,
4064,6,0,,,Food,Yes,,Private (family/friends etc.),,1700,1700,Every month,,,.,,
4064,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4064,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4064,6,0,,,Other specify,No,,,,,,,,,.,,
4066,5,0,1,Food,,,,Trader,,1200,1200,,No,,,,9
4066,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4066,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4066,6,0,,,Other specify,No,,,,,,,,,.,,
4066,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4066,6,0,,,Livestock,No,,,,,,,,,.,,
4068,5,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,1,
4068,6,0,,,Livestock,No,,,,,,,,,.,,
4068,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every month,,,.,,
4068,6,0,,,Other specify,No,,,,,,,,,.,,
4068,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4068,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4069,6,0,,,Other specify,No,,,,,,,,,.,,
4069,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4069,6,0,,,Livestock,No,,,,,,,,,.,,
4069,6,1,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Other (specify),,,.,,
4069,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4070,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4070,6,0,,,Other specify,No,,,,,,,,,.,,
4070,6,0,,,Food,Yes,,Trader,,4000,4000,Every two months,,,.,,
4070,6,0,,,Livestock,No,,,,,,,,,.,,
4070,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4071,4,0,1,Food,,,,shopkeeper,,800,800,,No,,,,6
4071,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,3,
4071,6,0,,,Livestock,No,,,,,,,,,.,,
4071,6,0,,,Other specify,No,,,,,,,,,.,,
4071,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4071,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4071,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every two months,,,.,,
4073,5,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,4
4074,4,0,1,Food,,,,shopkeeper,,800,800,,Yes,Every month,,12,
4074,5,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every month,,3,
4074,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4074,6,0,,,Other specify,No,,,,,,,,,.,,
4074,6,0,,,Livestock,No,,,,,,,,,.,,
4074,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4074,6,1,,,Food,Yes,,Private (family/friends etc.),,90,90,Other (specify),,,.,,
4075,5,0,1,Food,,,,shopkeeper,,3000,3000,,No,,,,9
4075,6,0,,,Food,Yes,,Private (family/friends etc.),,2800,2800,Every month,,,.,,
4075,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4075,6,1,,,Household durables and supplies,Yes,,Private (family/friends etc.),,2000,2000,Other (specify),,,.,,
4075,6,0,,,Other specify,No,,,,,,,,,.,,
4075,6,0,,,Livestock,No,,,,,,,,,.,,
4076,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,4,
4076,6,0,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Every month,,,.,,
4076,6,0,,,Other specify,No,,,,,,,,,.,,
4076,6,0,,,Livestock,No,,,,,,,,,.,,
4076,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4076,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4077,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4077,6,0,,,Food,Yes,,Private (family/friends etc.),,6000,6000,Every month,,,.,,
4077,6,0,,,Livestock,No,,,,,,,,,.,,
4077,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4077,6,0,,,Other specify,No,,,,,,,,,.,,
4079,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every two months,,3,
4079,5,0,1,Food,,,,shopkeeper,,1000,1000,,Yes,Every month,,1,
4082,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,3,
4082,5,0,1,Food,,,,shopkeeper,,8000,8000,,Yes,Every month,,2,
4083,5,0,1,Food,,,,Money lender,,3000,3000,,Yes,Every month,,9,
4083,6,0,,,Other specify,No,,,,,,,,,.,,
4083,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4083,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4083,6,0,,,Food,Yes,,Private (family/friends etc.),,2500,2500,Every month,,,.,,
4083,6,0,,,Livestock,No,,,,,,,,,.,,
4084,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4084,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4084,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4084,6,0,,,Other specify,No,,,,,,,,,.,,
4084,6,0,,,Livestock,No,,,,,,,,,.,,
4086,6,0,,,Food,Yes,,Trader,,12000,12000,Every two months,,,.,,
4086,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4086,6,0,,,Other specify,No,,,,,,,,,.,,
4086,6,0,,,Livestock,No,,,,,,,,,.,,
4086,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4087,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,11,
4087,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4087,6,0,,,Other specify,No,,,,,,,,,.,,
4087,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4087,6,0,,,Livestock,No,,,,,,,,,.,,
4087,6,0,,,Food,Yes,,Private (family/friends etc.),,4500,4500,Every month,,,.,,
4089,4,0,1,Food,,,,shopkeeper,,3000,3000,,Yes,Every month,,5,
4089,5,0,1,Food,,,,shopkeeper,,5000,5000,,Yes,Every month,,1,
4089,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4089,6,0,,,Other specify,No,,,,,,,,,.,,
4089,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4089,6,1,,,Food,Yes,,Private (family/friends etc.),,10000,10000,Other (specify),,,.,,
4089,6,0,,,Livestock,No,,,,,,,,,.,,
4090,5,0,1,Food,,,,shopkeeper,,700,700,,Yes,Every month,,10,
4090,6,0,,,Food,Yes,,Private (family/friends etc.),,3000,3000,Every two months,,,.,,
4090,6,0,,,Livestock,No,,,,,,,,,.,,
4090,6,0,,,Other specify,No,,,,,,,,,.,,
4090,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4090,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4091,5,0,1,Food,,,,shopkeeper,,500,500,,No,,,,2
4095,5,0,1,Food,,,,shopkeeper,,2000,2000,,Yes,Every month,,1,
4095,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4095,6,0,,,Livestock,No,,,,,,,,,.,,
4095,6,0,,,Other specify,No,,,,,,,,,.,,
4095,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4095,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every two months,,,.,,
4098,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4098,6,0,,,Food,Yes,,Private (family/friends etc.),,20000,20000,Every two months,,,.,,
4098,6,0,,,Livestock,No,,,,,,,,,.,,
4098,6,0,,,Other specify,No,,,,,,,,,.,,
4098,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4103,4,0,1,Food,,,,shopkeeper,,500,500,,Yes,Every month,,8,
4107,6,0,,,Other specify,No,,,,,,,,,.,,
4107,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
4107,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4107,6,0,,,Food,Yes,,Trader,,2100,2100,Every two months,,,.,,
4107,6,0,,,Livestock,No,,,,,,,,,.,,
4108,6,0,,,Food,Yes,,Private (family/friends etc.),,5000,5000,Every month,,,.,,
4108,6,0,,,Livestock,No,,,,,,,,,.,,
4108,6,0,,,Other specify,No,,,,,,,,,.,,
4108,6,0,,,Livestock and agricultural inputs,No,,,,,,,,,.,,
4108,6,0,,,Household durables and supplies,No,,,,,,,,,.,,
