hhid,round,comment,memberid,skip_s4,s4q1,s4q1b,s4q2,s4q3a,s4q3b,s4q4,s4q4b,s4q5,s4q6,s4q7a,s4q7b,s4q8
2094,4,0,4,0,Student,,9,8,,Herding (household-owned) livestock,,3,No,,,
2094,4,0,5,0,Student,,9,5,, House/domestic work,,2,No,,,
2094,4,0,6,0,Student,,7,3,, House/domestic work,,3,No,,,
2094,4,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,4,0,8,0, Not working: too young,,,,,Not applicable,,,Yes,3,,Visit relatives or friends (not to study)
2094,4,0,9,0,Casual labor (e.g. herding for pay),,8,20,,Not applicable,,,No,,,
2094,5,0,1,0, Petty trading (e.g charcoal/water trading),,6,20,,Herding (household-owned) livestock,,5,No,,,
2094,5,0,2,0, House/domestic work,,8,20,, Petty trading (e.g charcoal/water trading),,5,No,,,
2094,5,0,3,0,Student,,8,9,,Not applicable,,,Yes,6,,Studying
2094,5,0,4,0,Student,,8,7,,Herding (household-owned) livestock,,5,No,,,
2094,5,0,5,0,Student,,8,5,, House/domestic work,,4,No,,,
2094,5,0,6,0,Student,,7,3,, House/domestic work,,4,No,,,
2094,5,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,5,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2094,5,0,9,0,Herding (household-owned) livestock,,5,20,,Not applicable,,,No,,,
2094,6,0,1,0,Herding (household-owned) livestock,,10,25,,Farming (non-livestock),,4,No,,,
2094,6,0,2,0, House/domestic work,,10,23,,Farming (non-livestock),,2,No,,,
2094,6,0,3,0,Student,,8,11,,Herding (household-owned) livestock,,2,No,,,
2094,6,0,4,0,Student,,8,9,,Herding (household-owned) livestock,,2,No,,,
2094,6,0,5,0,Student,,8,7,, House/domestic work,,2,No,,,
2094,6,0,6,0,Student,,8,5,, House/domestic work,,2,No,,,
2094,6,0,7,0, Not working: too young,,,,,.b,,.b,No,,,
2094,6,0,8,0, Not working: too young,,,,,.b,,.b,No,,,
2094,6,0,9,0,Herding (household-owned) livestock,,10,6,,Farming (non-livestock),,3,Yes,6,, Herding (household-owned) livestock
2094,6,0,10,0, Not working: too young,,,,,.b,,.b,No,,,
2095,1,,1,0,Farming (non-livestock),,,14,,Not applicable,,,Yes,4,, Looking for work
2095,1,,2,0, House/domestic work,,,1,,Farming (non-livestock),,,No,0,,
2095,1,,3,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2095,5,0,1,0,Casual labor (e.g. herding for pay),,7,10,,Other (specify),HERDING OTHER HOUSEHOLD'S LIVESTOCK,3,Yes,0,2, Looking for work
2095,5,0,2,0, House/domestic work,,10,6,,Not applicable,,,Yes,0,1,Attending traditional ceremony
2095,5,0,3,0, Not working: too young,,,,,Not applicable,,,No,,,
2095,5,0,4,0, Not working: too young,,,,,Not applicable,,,No,,,
2095,6,0,1,0,Casual labor (e.g. herding for pay),,8,4,,Herding (household-owned) livestock,,2,No,,,
2095,6,0,2,0, House/domestic work,,12,6,,Not applicable,,,No,,,
2095,6,0,3,0, Not working: too young,,,,,.b,,.b,No,,,
2095,6,0,4,0, Not working: too young,,,,,.b,,.b,No,,,
2096,1,,1,0,Herding (household-owned) livestock,,,39,,Farming (non-livestock),,,Yes,1,, Herding (household-owned) livestock
2096,1,,2,0, House/domestic work,,,15,,Farming (non-livestock),,,No,0,,
2096,1,,3,0,Student,,,6,,Not applicable,,,No,0,,
2096,1,,4,0,Student,,,5,,Not applicable,,,No,0,,
2096,1,,5,0,Herding (household-owned) livestock,,,1,,Not applicable,,,No,0,,
2096,1,,6,0,Not working: too old,,,0,,Not applicable,,,No,0,,
2096,1,,7,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2096,1,,8,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2096,2,,1,0,Herding (household-owned) livestock,,10,20,,Farming (non-livestock),,3,Yes,4,, Herding (household-owned) livestock
2096,2,,2,0, House/domestic work,,7,20,,Herding (household-owned) livestock,,4,No,,,
2096,2,,3,0,Student,,9,10,,Herding (household-owned) livestock,,4,No,,,
2096,2,,4,0,Student,,9,8,,Herding (household-owned) livestock,,3,No,,,
2096,2,,5,0,Student,,6,1,,Herding (household-owned) livestock,,3,No,,,
2096,2,,6,0,Student,,4,2,, House/domestic work,,2,No,,,
2096,2,,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,2,,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,3,0,1,0, Petty trading (e.g charcoal/water trading),,9,1,,Herding (household-owned) livestock,,6,Yes,2,, Herding (household-owned) livestock
2096,3,0,2,0, Petty trading (e.g charcoal/water trading),,9,1,, House/domestic work,,6,No,,,
2096,3,0,3,0,Student,,8,10,,Herding (household-owned) livestock,,5,No,,,
2096,3,0,4,0,Student,,8,8,,Herding (household-owned) livestock,,4,No,,,
2096,3,0,5,0,Student,,8,4,,Herding (household-owned) livestock,,3,No,,,
2096,3,0,6,0,Student,,8,2,, House/domestic work,,2,No,,,
2096,3,0,7,0,Student,,4,1,, House/domestic work,,2,No,,,
2096,3,0,8,0, House/domestic work,,2,1,, Not working: too young,,,No,,,
2096,3,0,9,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,4,0,1,0,Herding (household-owned) livestock,,10,30,,Not applicable,,,Yes,2,,Visit relatives or friends (not to study)
2096,4,0,2,0, Petty trading (e.g charcoal/water trading),,10,10,, House/domestic work,,2,No,,,
2096,4,0,3,0,Student,,8,6,, House/domestic work,,3,No,,,
2096,4,0,4,0,Student,,8,5,,Not applicable,,,No,,,
2096,4,0,5,0,Student,,8,5,, House/domestic work,,2,No,,,
2096,4,0,6,1,,,,,,,,,,,,
2096,4,0,7,0,Student,,8,4,, House/domestic work,,2,No,,,
2096,4,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,4,0,9,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,5,0,1,0,Herding (household-owned) livestock,,10,38,,Farming (non-livestock),,3,No,,,
2096,5,0,2,0, House/domestic work,,8,22,,Herding (household-owned) livestock,,4,No,,,
2096,5,0,3,0,Herding (household-owned) livestock,,8,1,,Farming (non-livestock),,3,No,,,
2096,5,0,4,0,Student,,10,8,, House/domestic work,,3,Yes,2,,Studying
2096,5,0,5,0,Student,,6,4,, House/domestic work,,3,No,,,
2096,5,0,7,0,Student,,5,1,, Not working: too young,,,No,,,
2096,5,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,5,0,9,0, Not working: too young,,,,,Not applicable,,,No,,,
2096,6,0,1,0,Herding (household-owned) livestock,,9,45,,Wage/salaried employment,,2,No,,,
2096,6,0,2,0, House/domestic work,,10,35,,Herding (household-owned) livestock,,4,No,,,
2096,6,0,3,0,Student,,8,15,,Herding (household-owned) livestock,,5,No,,,
2096,6,0,4,0,Student,,8,13,,Herding (household-owned) livestock,,4,No,,,
2096,6,0,5,0,Student,,8,5,, House/domestic work,,3,No,,,
2096,6,0,7,0,Student,,5,2,, House/domestic work,,2,No,,,
2096,6,0,8,0,Student,,5,2,, House/domestic work,,3,No,,,
2096,6,0,9,0, Not working: too young,,,,,.b,,.b,No,,,
2096,6,0,10,0, Not working: too young,,,,,.b,,.b,No,,,
2097,1,,1,0,Herding (household-owned) livestock,,,24,,Farming (non-livestock),,,No,0,,
2097,1,,2,0, House/domestic work,,,7,,Not applicable,,,No,0,,
2097,1,,3,0, Not working: too young,,,0,,Not applicable,,,No,0,,
2097,2,,1,0,Herding (household-owned) livestock,,10,18,,Not applicable,,,No,,,
2097,2,,2,0, House/domestic work,,12,10,,Not applicable,,,No,,,
2097,2,,3,0, Not working: too young,,,,,Not applicable,,,No,,,
2097,2,,21,0,.b,,.b,.b,,.b,,.b,.b,.b,,.b
2097,3,0,1,0,Casual labor (e.g. herding for pay),,8,0,10,Not applicable,,,Yes,4,, Looking for work
2097,3,0,2,0, House/domestic work,,8,6,,Herding (household-owned) livestock,,4,No,,,
2097,3,0,3,0,Student,,6,10,,Not applicable,,,No,,,
2097,3,0,21,0, Not working: too young,,,,,Not applicable,,,No,,,
2097,4,0,1,0,Wage/salaried employment,,12,10,,Not applicable,,,Yes,5,,Wage/salaried employment
2097,4,0,2,0, House/domestic work,,8,6,,Student,,3,No,,,
2097,4,0,3,0,Student,,4,0,10, Not working: too young,,,No,,,
2097,4,0,21,0, Not working: too young,,,,,Not applicable,,,No,,,
2097,5,0,1,0,Wage/salaried employment,,8,7,,Not applicable,,,Yes,4,,Wage/salaried employment
2097,5,0,2,0,Herding (household-owned) livestock,,6,15,, House/domestic work,,5,No,,,
2097,5,0,3,0,Student,,8,1,, House/domestic work,,4,No,,,
2097,5,0,21,0, Not working: too young,,,,,Not applicable,,,No,,,
2097,6,0,1,0,Casual labor (e.g. herding for pay),,8,5,,Not applicable,,,Yes,8,, Casual labor (e.g. herding for pay)
2097,6,0,2,0, House/domestic work,,11,9,,Herding (household-owned) livestock,,1,Yes,0,2,Attending traditional ceremony
2097,6,0,3,0,Student,,6,3,,Not applicable,,,No,,,
2097,6,0,21,0, Not working: too young,,,,,.b,,.b,No,,,
2097,6,0,22,0, Not working: too young,,,,,.b,,.b,No,,,
2098,3,0,1,0, House/domestic work,,6,10,, Petty trading (e.g charcoal/water trading),,8,No,,,
2098,3,0,2,0, House/domestic work,,4,6,,Student,,6,No,,,
2098,3,0,3,0,Student,,7,2,, House/domestic work,,3,No,,,
2098,3,0,4,0, Not working: too young,,,,,Not applicable,,,No,,,
2098,4,0,1,0, Petty trading (e.g charcoal/water trading),,8,18,, House/domestic work,,5,No,,,
2098,4,0,2,0,Student,,11,7,, House/domestic work,,2,No,,,
2098,4,0,3,0,Student,,6,3,,Not applicable,,,No,,,
2098,4,0,4,0,Student,,4,0,7, Not working: too young,,,No,,,
2098,5,0,1,0, Petty trading (e.g charcoal/water trading),,8,15,, House/domestic work,,3,No,,,
2098,5,0,2,0,Student,,8,8,, House/domestic work,,1,No,,,
2098,5,0,3,0,Student,,8,4,, House/domestic work,,1,No,,,
2098,5,0,4,0,Student,,7,2,,Not applicable,,,No,,,
2098,5,0,5,0, House/domestic work,,8,2,,Not applicable,,,Yes,6,,Other (specify)
2098,5,0,6,0, Not working: too young,,,,,Not applicable,,,No,,,
2098,5,0,7,0, Not working: too young,,,,,Not applicable,,,Yes,8,, Ill/injured
2098,5,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2098,6,0,1,0, Petty trading (e.g charcoal/water trading),,6,10,, House/domestic work,,6,No,,,
2098,6,0,2,0,Student,,8,13,, House/domestic work,,4,No,,,
2098,6,0,3,0,Student,,5,4,, House/domestic work,,2,No,,,
2098,6,0,4,0,Student,,5,2,, Not working: too young,,,No,,,
2098,6,0,5,0, Petty trading (e.g charcoal/water trading),,6,4,, House/domestic work,,6,No,,,
2098,6,0,6,0,Student,,5,1,, Not working: too young,,,No,,,
2098,6,0,7,0, Not working: too young,,,,,.b,,.b,No,,,
2098,6,0,8,1,,,,,,,,,,,,
2099,2,,1,0,Not working: unable,,8,10,,Not applicable,,,No,,,
2099,2,,2,0, Petty trading (e.g charcoal/water trading),,7,20,, House/domestic work,,5,No,,,
2099,2,,3,0, Petty trading (e.g charcoal/water trading),,6,8,, House/domestic work,,4,No,,,
2099,3,0,1,0,Not working: unable,,,0,0,Not applicable,,,No,,,
2099,3,0,2,0, Petty trading (e.g charcoal/water trading),,9,10,, House/domestic work,,4,No,,,
2099,3,0,3,0, House/domestic work,,8,7,,Herding (household-owned) livestock,,4,No,,,
2099,4,0,1,0,Not working: too old,,,15,,Not applicable,,,No,,,
2099,4,0,2,0, Petty trading (e.g charcoal/water trading),,10,24,, House/domestic work,,2,No,,,
2099,4,0,3,0, House/domestic work,,8,7,,Not applicable,,,No,,,
2099,4,0,4,0,Student,,4,1,,Not applicable,,,No,,,
2099,5,0,1,0,Not working: too old,,,10,,Not applicable,,,No,,,
2099,5,0,2,0, Petty trading (e.g charcoal/water trading),,7,20,,Herding (household-owned) livestock,,3,No,,,
2099,5,0,3,0, House/domestic work,,8,4,,Herding (household-owned) livestock,,2,No,,,
2099,5,0,4,0,Student,,8,2,,Not applicable,,,No,,,
2099,5,0,5,0, Petty trading (e.g charcoal/water trading),,7,2,, House/domestic work,,3,No,,,
2099,5,0,6,0,Not working: too old,,,0,0,Not applicable,,,No,,,
2099,6,0,1,0,Not working: unable,,,.b,,.b,,.b,No,,,
2099,6,0,2,0,Herding (household-owned) livestock,,10,35,, House/domestic work,,6,No,,,
2099,6,0,3,0, House/domestic work,,10,6,,Not applicable,,,No,,,
2099,6,0,4,0,Student,,10,3,,Not applicable,,,No,,,
2099,6,0,5,0,Student,,10,7,, House/domestic work,,6,No,,,
2099,6,0,6,0, Not working: too young,,,,,.b,,.b,No,,,
2099,6,0,7,1,,,,,,,,,,,,
2100,2,,1,0,Herding (household-owned) livestock,,10,3,, House/domestic work,,3,Yes,4,, Herding (household-owned) livestock
2100,2,,2,0,Student,,9,16,,Farming (non-livestock),,3,Yes,0,2, Herding (household-owned) livestock
2100,2,,3,0, House/domestic work,,8,6,,Farming (non-livestock),,2,No,,,
2100,2,,4,0,Student,,9,5,, House/domestic work,,3,No,,,
2100,2,,5,0, Not working: too young,,,,,Not applicable,,,No,,,
2100,3,0,1,0,Herding (household-owned) livestock,,8,5,, House/domestic work,,5,Yes,2,,Visit relatives or friends (not to study)
2100,3,0,2,0,Herding (household-owned) livestock,,9,2,,Casual labor (e.g. herding for pay),,5,No,,,
2100,3,1,3,0,.b,,.b,.b,,.b,,.b,Yes,5,,.b
2100,3,0,4,0,Student,,8,6,, House/domestic work,,3,No,,,
2100,3,0,5,0,Student,,6,1,, House/domestic work,,2,No,,,
2100,3,0,6,0, House/domestic work,,8,7,,Not applicable,,,No,,,
2100,3,0,7,0,Herding (household-owned) livestock,,8,6,,Not applicable,,,Yes,0,1,Visit relatives or friends (not to study)
2100,3,0,8,0,Student,,5,1,, Not working: too young,,,No,,,
2100,3,0,9,0, Not working: too young,,,,,Not applicable,,,No,,,
2100,3,0,10,0,Student,,6,4,, House/domestic work,,2,No,,,
2102,2,,1,0,Wage/salaried employment,,9,11,, House/domestic work,,3,No,,,
2102,2,,2,0,Farming (non-livestock),,5,6,,Herding (household-owned) livestock,,4,No,,,
2102,2,,3,0, House/domestic work,,7,4,, Petty trading (e.g charcoal/water trading),,3,No,,,
2102,2,,4,0,Student,,6,2,,Not applicable,,,No,,,
2102,2,,5,0,Student,,4,1,,Not applicable,,,No,,,
2102,3,0,1,0,Wage/salaried employment,,7,20,, House/domestic work,,4,No,,,
2102,3,0,2,0,Casual labor (e.g. herding for pay),,6,4,, House/domestic work,,3,No,,,
2102,3,0,3,0, House/domestic work,,7,6,, Petty trading (e.g charcoal/water trading),,3,No,,,
2102,3,0,4,0,Student,,6,2,, House/domestic work,,3,No,,,
2102,3,0,5,0,Student,,4,0,8,Not applicable,,,No,,,
2102,3,0,6,0, House/domestic work,,4,10,,Not applicable,,,No,,,
2102,4,0,1,0,Wage/salaried employment,,9,10,, House/domestic work,,2,No,,,
2102,4,0,2,0,Casual labor (e.g. herding for pay),,6,5,,Not applicable,,,No,,,
2102,4,0,3,0, House/domestic work,,6,6,,Not applicable,,,No,,,
2102,4,0,4,0,Student,,9,5,, House/domestic work,,5,No,,,
2102,4,0,5,1,,,,,,,,,,,,
2102,4,0,6,1,,,,,,,,,,,,
2102,5,0,1,0,Casual labor (e.g. herding for pay),,8,10,, House/domestic work,,3,Yes,0,2,Visit relatives or friends (not to study)
2102,5,0,2,0,Casual labor (e.g. herding for pay),,7,4,,Farming (non-livestock),,4,Yes,3,,Visit relatives or friends (not to study)
2102,5,0,3,0, House/domestic work,,8,2,,Herding (household-owned) livestock,,3,Yes,0,1,Attending traditional ceremony
2102,5,0,4,0,Student,,8,2,, House/domestic work,,3,No,,,
2102,6,0,1,0,Wage/salaried employment,,9,14,, House/domestic work,,2,No,,,
2102,6,0,2,0,Casual labor (e.g. herding for pay),,6,5,, Looking for job,,2,No,,,
2102,6,0,3,0, House/domestic work,,8,6,,Not applicable,,,No,,,
2102,6,0,4,0,Student,,10,4,,Not working: too old,,.b,No,,,
2102,6,0,5,0,Student,,10,3,, Not working: too young,,,No,,,
2102,6,0,6,0, Not working: too young,,,,,.b,,.b,No,,,
2103,2,,1,0,Herding (household-owned) livestock,,3,1,, House/domestic work,,2,No,,,
2103,2,,2,0,Shop/business owner,,9,15,, House/domestic work,,3,No,,,
2103,2,,3,0,Casual labor (e.g. herding for pay),,10,7,, House/domestic work,,2,Yes,6,,Studying
2103,2,,4,0,Student,,9,8,, House/domestic work,,3,No,,,
2103,2,,5,0,Student,,9,5,, House/domestic work,,2,No,,,
2103,2,,6,0,Student,,9,5,, House/domestic work,,2,No,,,
2103,2,,7,0,Student,,6,3,,Herding (household-owned) livestock,,3,No,,,
2103,2,,8,0,Student,,6,2,,Herding (household-owned) livestock,,3,No,,,
2103,2,,9,0,Student,,4,1,, Not working: too young,,,No,,,
2103,2,,10,0, Not working: too young,,,,,Not applicable,,,No,,,
2103,3,0,1,0,Casual labor (e.g. herding for pay),,6,11,, House/domestic work,,3,No,,,
2103,3,0,2,0, Petty trading (e.g charcoal/water trading),,8,19,, House/domestic work,,4,No,,,
2103,3,0,3,0,Wage/salaried employment,,7,7,,Not applicable,,,Yes,7,,Wage/salaried employment
2103,3,0,4,0,Student,,8,9,, House/domestic work,,2,No,,,
2103,3,0,5,0,Student,,8,6,, House/domestic work,,3,No,,,
2103,3,0,6,0,Student,,6,6,, House/domestic work,,2,No,,,
2103,3,0,7,0,Student,,7,4,, House/domestic work,,1,No,,,
2103,3,0,8,0,Student,,7,3,, House/domestic work,,1,No,,,
2103,3,0,9,0,Student,,5,2,, Not working: too young,,,No,,,
2103,3,0,10,0, Not working: too young,,,,,Not applicable,,,No,,,
2103,4,0,1,0,Farming (non-livestock),,8,30,, House/domestic work,,2,No,,,
2103,4,0,2,0, Petty trading (e.g charcoal/water trading),,12,8,,Not applicable,,,No,,,
2103,4,0,3,0, Looking for job,,4,3,,Not applicable,,,No,,,
2103,4,0,4,0,Student,,11,10,,Not applicable,,,No,,,
2103,4,0,5,0,Student,,11,13,,Other (specify),PERSONAL STUDIES,1,No,,,
2103,4,0,6,0,Student,,11,7,,Other (specify),PERSONAL STUDIES,1,No,,,
2103,4,0,7,0,Student,,11,4,,Other (specify),PERSONAL STUDIES,1,No,,,
2103,4,0,8,0,Student,,11,5,,Other (specify),PERSONAL STUDIES,1,No,,,
2103,4,0,9,0,Student,,6,1,,Other (specify),PERSONAL STUDIES,1,No,,,
2103,4,0,10,0,Student,,6,2,,Not applicable,,,No,,,
2103,5,0,1,1,,,,,,,,,,,,
2103,5,0,2,0, Petty trading (e.g charcoal/water trading),,10,20,, House/domestic work,,3,No,,,
2103,5,0,3,1,,,,,,,,,,,,
2103,5,0,4,0,Student,,10,10,,Farming (non-livestock),,2,No,,,
2103,5,0,5,0,Student,,10,7,,Not working: unable,,,No,,,
2103,5,0,6,0,Student,,10,7,, House/domestic work,,4,No,,,
2103,5,0,7,0,Student,,10,5,, House/domestic work,,4,No,,,
2103,5,0,8,0,Student,,7,4,, Not working: too young,,,No,,,
2103,5,0,9,0,Student,,7,1,, Not working: too young,,,No,,,
2103,5,0,10,0,Student,,6,1,, Not working: too young,,,No,,,
2103,5,0,11,0, Not working: too young,,,,,Not applicable,,,No,,,
2103,6,0,2,0, House/domestic work,,8,24,,Not applicable,,,No,,,
2103,6,0,4,0,Student,,12,16,,Not applicable,,,Yes,3,,Studying
2103,6,0,5,0, House/domestic work,,12,12,,Not applicable,,,No,,,
2103,6,0,6,0,Student,,9,6,, House/domestic work,,4,No,,,
2103,6,0,7,0,Student,,9,6,, House/domestic work,,4,No,,,
2103,6,0,8,0,Student,,9,4,, House/domestic work,,4,No,,,
2103,6,0,9,0,Student,,6,2,, House/domestic work,,4,No,,,
2103,6,0,10,0,Student,,6,1,, Not working: too young,,,No,,,
2103,6,0,11,0, Not working: too young,,,,,.b,,.b,No,,,
2106,3,0,1,0, Petty trading (e.g charcoal/water trading),,8,10,, House/domestic work,,2,No,,,
2106,3,0,2,0,Student,,8,13,,Not applicable,,,Yes,3,,Studying
2106,3,0,3,0,Student,,8,7,,Farming (non-livestock),,2,No,,,
2106,3,0,4,0,Student,,6,4,, House/domestic work,,3,No,,,
2106,3,0,5,0,Student,,5,4,, House/domestic work,,2,No,,,
2106,3,0,6,0,Student,,5,2,, Not working: too young,,,No,,,
2106,3,0,7,0,Student,,4,1,, Not working: too young,,,No,,,
2106,3,0,8,0, Not working: too young,,,,,Not applicable,,,No,,,
2106,3,0,9,0, Looking for job,,3,5,,Not applicable,,,No,,,
2106,4,0,1,0, Petty trading (e.g charcoal/water trading),,8,20,,Casual labor (e.g. herding for pay),,3,No,,,
2106,4,0,2,0,Student,,7,13,,Not applicable,,,Yes,7,,Studying
2106,4,0,3,0,Student,,8,9,,Farming (non-livestock),,2,No,,,
2106,4,0,4,0, House/domestic work,,8,8,,Herding (household-owned) livestock,,3,No,,,
2106,4,0,5,0,Student,,7,4,, House/domestic work,,4,No,,,
2106,4,0,6,0,Student,,7,3,,Not applicable,,,No,,,
2106,4,0,7,0, Not working: too young,,,,,Not applicable,,,No,,,
2106,4,0,8,0, Not working: too young,,,,,Not applicable,,,Yes,1,,Visit relatives or friends (not to study)
2106,4,0,9,0,Casual labor (e.g. herding for pay),,6,8,,Not applicable,,,No,,,
2106,5,0,1,0, Petty trading (e.g charcoal/water trading),,10,10,, House/domestic work,,3,No,,,
2106,5,0,2,0,Student,,8,14,,Not applicable,,,Yes,3,,Studying
2106,5,0,3,0,Student,,8,8,,Not applicable,,,No,,,
2106,5,0,4,0, House/domestic work,,7,6,,Not applicable,,,Yes,8,,Other (specify)
2106,5,0,5,0,Student,,8,5,, House/domestic work,,2,No,,,
2106,5,0,6,0,Student,,8,2,,Not applicable,,,Yes,2,, Ill/injured
2106,5,0,7,0,Student,,7,1,, House/domestic work,,4,No,,,
2106,5,0,8,0, Not working: too young,,,,,Not applicable,,,Yes,8,,Other (specify)
2106,5,0,9,0,Herding (household-owned) livestock,,10,10,,Not applicable,,,No,,,
2106,6,0,1,0, Petty trading (e.g charcoal/water trading),,10,20,, House/domestic work,,5,No,,,
2106,6,0,2,0, Looking for job,,9,4,,Unpaid work in family's shop/business,,4,No,,,
2106,6,0,3,0,Student,,10,7,, House/domestic work,,4,No,,,
2106,6,0,5,0,Student,,10,6,, House/domestic work,,3,No,,,
2106,6,0,6,0,Student,,10,4,,Farming (non-livestock),,3,No,,,
2106,6,0,7,0,Student,,8,3,,Farming (non-livestock),,2,No,,,
2106,6,0,9,0,Farming (non-livestock),,10,5,, Looking for job,,4,No,,,
2110,3,0,1,0,Casual labor (e.g. herding for pay),,7,0,6,Farming (non-livestock),,4,No,,,
