hhid,round,comment,intakeevent,s6q27a,s6q27b,s6q28,s6q29,s6q29a,s6q29a1,s6q29b,s6q30,s6q31,s6q32,s6q32b,s6q33,s6q33_r6,s6q34,s6q34b,s6q34c,s6q34d
2051,4,0,1,2012,Sep-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the district,,,4500,Yes,
2051,6,0,1,2015,Jul-15,Cattle,Purchased,,,,1,0,Other (specify),To use an oxe,,Large livestock market (e.g Marsabit and Merille),,12000,Yes,
2051,7,,1,2020,Nov-14,Goat,Received as a part of a restocking program,,,,1,,Restocking from loss,,,,,,,1
2052,3,0,1,2011,Feb-15,Shoat,Purchased,,,,2,2,Restocking from loss,,Within the district,,,4000,Yes,
2052,5,0,1,2013,Jun-15,Shoat,Received as gifts,,,,1,1,Other (specify),given as a way of extending help by a reletive,Within sub-location,,,3000,Yes,
2053,1,,1,2009,Sep-15,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the district,,11000,,,
2053,5,0,2,2013,Aug-15,Shoat,Other (specify),,,we assist in herding,3,3,Diversify herd composition,,Within sub-location,,,15000,Yes,
2053,5,0,1,2012,Oct-14,Shoat,Purchased,,,,7,4,Expand herd,,Within the location,,,28000,Yes,
2053,6,0,2,2015,Mar-15,Shoat,Purchased,,,,2,2,Restocking from loss,,,Large livestock market (e.g Marsabit and Merille),,8000,Yes,
2053,6,0,1,2014,Nov-14,Cattle,Received as gifts,,,,2,1,Expand herd,,,.b,,35000,Yes,
2054,2,,1,2010,Jul-15,Cattle,Received as gifts,,,,4,3,Restocking from loss,,Outside the district,,12000,,,
2056,4,0,1,2011,Nov-14,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the district,,,3000,Yes,
2056,5,0,1,2013,Aug-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,3500,Yes,
2056,7,,1,2020,Dec-14,Goat,Other (specify),,,Received from gayo qara self help group,1,,Cultural and traditional rites,,,,,,,1
2057,3,0,2,2011,Feb-15,Shoat,Purchased,,,,2,4,Restocking from loss,,Within sub-location,,,8000,Yes,
2057,3,0,1,2010,Oct-14,Camel,Purchased,,,,1,1,Restocking from loss,,Within sub-location,,,15000,Yes,
2057,4,0,2,2012,Apr-15,Shoat,Received as gifts,,,,2,2,Expand herd,,Within sub-location,,,2000,Yes,
2057,4,0,1,2012,Sep-15,Cattle,Purchased,,,,2,0,Business/Trading,,Outside the district,,,20000,Yes,
2057,5,1,1,2013,Jun-15,Cattle,Purchased,,,,2,0,Consumption,,Within the district,,,40000,Yes,
2057,5,1,2,2013,Mar-15,Shoat,Purchased,,,,2,1,Expand herd,,Within the district,,,6000,Yes,
2059,3,0,1,2011,Feb-15,Shoat,Loaned in/Borrowed,,,,3,0,Expand herd,,Within sub-location,,,4500,Yes,
2061,2,,1,2010,May-15,Cattle,Purchased,,,,2,1,Diversify herd composition,,Within the district,,14000,,,
2061,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,3,3,Start herd,,Within the location,,,15000,Yes,
2061,5,0,1,2013,Apr-15,Cattle,Purchased,,,,2,1,Milking purposes,,Within the location,,,47000,Yes,
2061,6,0,1,2015,Feb-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,,.b,,3000,Yes,
2061,6,0,2,2014,Dec-14,Cattle,Purchased,,,,1,0,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,17000,Yes,
2061,6,0,3,2015,Mar-15,Cattle,Purchased,,,,2,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,43000,Yes,
2062,1,,1,2009,Jul-15,Camel,Received as gifts,,,,1,1,Consumption,,Within the location,,1500,,,
2062,4,0,1,2012,Jan-15,Shoat,Purchased,,,,1,1,Start herd,,Within the district,,,3800,Yes,
2065,3,0,1,2011,Mar-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within sub-location,,,1800,Yes,
2065,6,0,2,2015,Feb-15,Shoat,Purchased,,,,1,1,Expand herd,,,Small livestock market,,3000,Yes,
2065,6,0,1,2014,Dec-14,Cattle,Received as gifts,,,,1,0,Expand herd,,,.b,,20000,Yes,
2066,2,,1,2010,Apr-15,Cattle,Purchased,,,,1,1,Expand herd,,Within the district,,13000,,,
2066,3,0,1,2011,Feb-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within sub-location,,,2000,Yes,
2066,4,0,3,2011,Nov-14,Shoat,Loaned in/Borrowed,,,,1,1,Expand herd,,Within the district,,,2000,Yes,
2066,4,0,1,2011,Nov-14,Cattle,Purchased,,,,1,1,Start herd,,Within the district,,,20000,Yes,
2066,4,0,2,2011,Dec-14,Cattle,Purchased,,,,1,1,Expand herd,,Within the district,,,20000,Yes,
2068,2,,2,2010,Aug-15,Cattle,Received as gifts,,,,4,3,Cultural and traditional rites,,Outside the district,,10000,,,
2068,2,,1,2010,Jun-15,Cattle,Purchased,,,,1,0,10,,Within the district,,13000,,,
2068,4,0,1,2012,Jan-15,Shoat,Loaned in/Borrowed,,,,10,7,Expand herd,,Within the location,,,40000,Yes,
2068,4,0,2,2012,Mar-15,Shoat,Loaned in/Borrowed,,,,7,4,Expand herd,,Within sub-location,,,28000,Yes,
2068,5,0,1,2013,Jan-15,Cattle,Received as gifts,,,,1,0,Restocking from loss,,Within sub-location,,,30000,Yes,
2068,5,0,2,2013,May-15,Shoat,Purchased,,,,1,0,Consumption,,Within the location,,,4000,Yes,
2068,5,0,3,2013,Jun-15,Shoat,Purchased,,,,3,2,Expand herd,,Within the location,,,12000,Yes,
2068,6,0,3,2015,Sep-15,Shoat,Received as gifts,,,,2,1,Expand herd,,,.b,,6000,Yes,
2068,6,0,2,2015,Jun-15,Cattle,Loaned in/Borrowed,Long term borrowing/lending,Family member,,2,0,Business/Trading,,,.b,,20000,Yes,
2068,6,0,1,2015,Apr-15,Cattle,Purchased,,,,2,0,Business/Trading,,,Large livestock market (e.g Marsabit and Merille),,20000,Yes,
2068,7,,1,2020,Dec-14,Goat,Received as gifts,,,,2,,Business/Trading,,,,,,,1
2069,1,,1,2008,Dec-14,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the district,,10000,,,
2069,3,0,1,2011,Aug-15,Shoat,Purchased,,,,2,0,Restocking from loss,,Within the location,,,3000,Yes,
2069,5,0,3,2012,Oct-14,Shoat,Purchased,,,,3,2,Expand herd,,Within the district,,,9000,Yes,
2069,5,0,2,2012,Dec-14,Shoat,Received as gifts,,,,9,6,Expand herd,,Within the district,,,28000,Yes,
2069,5,0,1,2012,Nov-14,Cattle,Obtained as dowry,,,,2,2,Milking purposes,,Within the district,,,40000,Yes,
2070,1,,1,2008,Oct-14,Shoat,Purchased,,,,3,3,Restocking from loss,,Within the location,,1600,,,
2071,6,0,1,2015,Sep-15,Shoat,Purchased,,,,1,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,2500,Yes,
2072,3,0,1,2011,Apr-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the district,,,6000,Yes,
2072,3,0,2,2011,May-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,3000,Yes,
2072,3,0,3,2011,Jun-15,Shoat,Purchased,,,,2,2,Restocking from loss,,Within the district,,,5000,Yes,
2072,3,0,4,2011,Jun-15,Shoat,Purchased,,,,3,3,Restocking from loss,,Within the district,,,7500,Yes,
2072,5,0,1,2013,Feb-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,3000,Yes,
2073,5,0,1,2012,Dec-14,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,2500,Yes,
2073,6,0,1,2014,Oct-14,Shoat,Purchased,,,,1,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,3200,Yes,
2073,6,0,2,2014,Dec-14,Shoat,Loaned in/Borrowed,Short term borrowing/lending,Neighbour/friend,,1,1,Diversify herd composition,,,.b,,4000,Yes,
2074,3,0,1,2010,Nov-14,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,3000,Yes,
2074,4,0,1,2012,May-15,Camel,Received as gifts,,,,1,1,Diversify herd composition,,Within the location,,,60000,Yes,
2074,7,,1,2020,Dec-14,Goat,Received as gifts,,,,1,,Expand herd,,,,,,,1
2075,5,0,1,2012,Nov-14,Shoat,Received as gifts,,,,4,4,Start herd,,Within the location,,,20000,Yes,
2076,1,,1,2009,Sep-15,Cattle,Purchased,,,,1,1,Expand herd,,Within the location,,6000,,,
2076,2,,1,2010,Jun-15,Cattle,Purchased,,,,1,0,Restocking from loss,,Outside the district,,10000,,,
2076,6,0,1,2014,Nov-14,Cattle,Purchased,,,,1,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,28000,Yes,
2077,5,0,3,2012,Dec-14,Shoat,Purchased,,,,1,0,Start herd,,Within sub-location,,,3000,Yes,
2077,5,0,2,2013,Aug-15,Cattle,Purchased,,,,1,0,9,,Within sub-location,,,16000,Yes,
2077,5,0,1,2013,Apr-15,Cattle,Purchased,,,,2,2,Expand herd,,Within sub-location,,,44000,Yes,
2077,6,0,1,2015,May-15,Cattle,Purchased,,,,2,2,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,20000,Yes,
2078,2,,1,2010,Jun-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,2500,,,
2078,2,,2,2010,Jul-15,Shoat,Received as gifts,,,,2,1,Restocking from loss,,Within the location,,3000,,,
2078,5,0,1,2013,Feb-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the location,,,3500,Yes,
2079,3,0,1,2011,Apr-15,Cattle,Purchased,,,,1,1,Restocking from loss,,Outside the district,,,12500,Yes,
2079,5,0,1,2013,Jan-15,Shoat,Purchased,,,,2,0,Expand herd,,Within the district,,,10100,Yes,
2079,5,0,2,2013,Apr-15,Shoat,Purchased,,,,1,0,Expand herd,,Within the district,,,4000,Yes,
2079,6,0,1,2015,Jul-15,Shoat,Purchased,,,,1,1,Consumption,,,Small livestock market,,3000,Yes,
2079,6,0,2,2015,Aug-15,Shoat,Purchased,,,,1,0,Consumption,,,Small livestock market,,3200,Yes,
2079,7,,1,2020,Jul-15,Cattle,Purchased,,,,2,,Cultural and traditional rites,,,,25000,50000,,1
2079,7,,1,2020,Nov-14,Sheep,Received as gifts,,,,1,,Cultural and traditional rites,,,,,,,1
2079,7,,1,2020,Nov-14,Goat,Received as gifts,,,,1,,Cultural and traditional rites,,,,,,,1
2080,2,,1,2009,Nov-14,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,1200,,,
2080,4,0,2,2012,Aug-15,Shoat,Loaned in/Borrowed,,,,1,1,Cultural and traditional rites,,Within the location,,,3000,Yes,
2080,4,0,1,2012,Sep-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,15000,Yes,
2081,2,,1,2009,Dec-14,Camel,Received as a part of a restocking program,,,,1,1,Restocking from loss,,Within the district,,25000,,,
2081,2,,2,2010,Jan-15,Cattle,Received as gifts,,,,3,3,Restocking from loss,,Outside the district,,15000,,,
2081,3,0,1,2011,Mar-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the location,,,1200,Yes,
2081,5,0,2,2013,Sep-15,Cattle,Received as gifts,,,,1,0,Diversify herd composition,,Outside the district,,,10000,Yes,
2081,5,0,1,2013,Aug-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within the location,,,5000,Yes,
2083,2,,1,2009,Dec-14,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the location,,1500,,,
2083,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,2500,Yes,
2084,4,0,1,2012,Aug-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the district,,,9500,Yes,
2084,5,0,2,2013,Mar-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,5000,Yes,
2084,5,0,1,2013,Jan-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the location,,,6000,Yes,
2084,5,0,3,2013,Apr-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,,4500,Yes,
2088,2,,1,2010,May-15,Shoat,Received as gifts,,,,2,2,Milking purposes,,Within the location,,1800,,,
2090,1,,1,2009,Jul-15,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the location,,7000,,,
2090,2,,2,2010,Sep-15,Camel,Purchased,,,,1,1,Diversify herd composition,,Within the district,,11000,,,
2090,2,,1,2010,Sep-15,Cattle,Received as gifts,,,,6,6,Restocking from loss,,Within the district,,10000,,,
2090,4,0,1,2012,Aug-15,Cattle,Obtained as dowry,,,,1,1,Cultural and traditional rites,,Within the district,,,30000,Yes,
2090,6,0,1,2014,Oct-14,Shoat,Purchased,,,,1,1,Expand herd,,,A livestock trader within the village,,2100,Yes,
2090,6,0,2,2015,Aug-15,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,3000,Yes,
2090,6,0,3,2014,Oct-14,Shoat,Received as gifts,,,,1,0,Expand herd,,,.b,,4000,Yes,
2091,2,,2,2009,Dec-14,Camel,Purchased,,,,1,1,Diversify herd composition,,Within sub-location,,23000,,,
2091,2,,1,2009,Nov-14,Cattle,Received as gifts,,,,1,1,Restocking from loss,,Outside the district,,15000,,,
2091,6,0,3,2014,Nov-14,Cattle,Loaned in/Borrowed,Long term borrowing/lending,Family member,,1,1,Milking purposes,,,.b,,30000,Yes,
2091,6,0,2,2014,Dec-14,Cattle,Purchased,,,,1,1,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,30000,Yes,
2091,6,0,1,2014,Nov-14,Camel,Loaned in/Borrowed,Long term borrowing/lending,Family member,,1,1,Milking purposes,,,.b,,60000,Yes,
2092,2,,2,2010,Feb-15,Cattle,Received as gifts,,,,1,1,Restocking from loss,,Outside the district,,10000,,,
2092,2,,1,2010,Jan-15,Shoat,Received as a part of a restocking program,,,,2,1,Restocking from loss,,Outside the district,,2000,,,
2093,2,,1,2010,Mar-15,Cattle,Loaned in/Borrowed,,,,1,1,9,,Within sub-location,,12000,,,
2093,2,,2,2010,Aug-15,Cattle,Received as gifts,,,,2,2,Restocking from loss,,Outside the district,,15000,,,
2093,4,0,1,2011,Nov-14,Cattle,Received as gifts,,,,1,1,Restocking from loss,,Outside the district,,,30000,Yes,
2094,2,,4,2010,Sep-15,Camel,Received as a part of a restocking program,,,,1,1,Diversify herd composition,,Within the district,,30000,,,
2094,2,,2,2010,Sep-15,Cattle,Received as gifts,,,,4,3,Cultural and traditional rites,,Outside the district,,15000,,,
2094,2,,3,2010,Sep-15,Shoat,Purchased,,,,3,3,Expand herd,,Within the district,,3000,,,
2094,2,,1,2010,Jun-15,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,2000,,,
2094,5,0,1,2013,Mar-15,Shoat,Purchased,,,,1,1,Expand herd,,Within the district,,,4000,Yes,
2094,7,,1,2020,Aug-15,Goat,Purchased,,,,5,,Business/Trading,,,,3000,15000,,1
2095,6,0,1,2014,Dec-14,Cattle,Received as gifts,,,,3,1,Restocking from loss,,,.b,,15000,Yes,
2095,6,0,2,2014,Oct-14,Shoat,Received as gifts,,,,4,3,Restocking from loss,,,.b,,24000,Yes,
2095,6,0,3,2015,Feb-15,Shoat,Exchange,,,,3,2,Expand herd,,,.b,,16000,Yes,
2095,7,,1,2020,Dec-14,Sheep,Received as gifts,,,,1,,Other (specify),General gift,,,,,,1
2096,2,,1,2010,Jul-15,Shoat,Received as gifts,,,,1,1,Milking purposes,,Within sub-location,,2000,,,
2096,2,,2,2010,Sep-15,Cattle,Received as gifts,,,,1,0,Restocking from loss,,Within sub-location,,14000,,,
2096,3,0,1,2011,Feb-15,Shoat,Received as gifts,,,,2,2,Diversify herd composition,,Within sub-location,,,5000,Yes,
2096,3,0,2,2011,Apr-15,Cattle,Loaned in/Borrowed,,,,17,13,Expand herd,,Outside the district,,,170000,Yes,
2097,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,2,2,Expand herd,,Within the district,,,5000,Yes,
2098,5,0,1,2013,Sep-15,Shoat,Received as gifts,,,,2,2,Start herd,,Within the location,,,3000,Yes,
2099,5,1,1,2012,Oct-14,Camel,Purchased,,,,1,1,Expand herd,,Outside the district,,,7700,Yes,
2099,5,0,2,2012,Nov-14,Cattle,Purchased,,,,1,1,Expand herd,,Within the location,,,10000,Yes,
2099,6,0,2,2014,Nov-14,Shoat,Purchased,,,,9,9,Expand herd,,,Large livestock market (e.g Marsabit and Merille),,36000,Yes,
2099,6,0,1,2015,May-15,Shoat,Purchased,,,,1,1,Restocking from loss,,,Large livestock market (e.g Marsabit and Merille),,3000,Yes,
2100,2,,1,2010,Aug-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within the district,,2000,,,
2100,3,0,1,2011,Jun-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the location,,,1300,Yes,
2102,2,,1,2010,Sep-15,Shoat,Loaned in/Borrowed,,,,4,3,Milking purposes,,Within sub-location,,1500,,,
2102,5,0,1,2012,Dec-14,Shoat,Received as a part of a restocking program,,,,4,4,Start herd,,Within sub-location,,,16000,Yes,
2103,2,,1,2010,Jan-15,Shoat,Purchased,,,,1,1,Milking purposes,,Within sub-location,,2200,,,
2103,3,0,1,2011,Jul-15,Shoat,Received as gifts,,,,2,2,Diversify herd composition,,Within the district,,,5500,Yes,
2110,5,0,1,2013,Aug-15,Cattle,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,,23000,Yes,
2110,6,0,1,2014,Oct-14,Shoat,Purchased,,,,5,0,Start herd,,,Small livestock market,,15000,Yes,
2110,7,,1,2019,Jan-15,Goat,Received as gifts,,,,1,,Restocking from loss,,,,,,,1
2111,3,0,1,2011,Jul-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the location,,,1400,Yes,
2111,5,0,1,2013,Sep-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,,2500,Yes,
2112,4,0,1,2012,Jun-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,700,Yes,
2114,3,0,1,2011,Apr-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,1400,Yes,
2114,3,0,2,2011,Mar-15,Shoat,Purchased,,,,2,2,Restocking from loss,,Within sub-location,,,4000,Yes,
2114,4,0,1,2011,Oct-14,Shoat,Purchased,,,,1,1,Expand herd,,Within the district,,,3200,Yes,
2126,6,0,1,2014,Oct-14,Cattle,Received as gifts,,,,2,1,Cultural and traditional rites,,,.b,,25000,Yes,
3001,4,0,1,2012,Aug-15,Shoat,Received as gifts,,,,5,4,Start herd,,Outside the district,,,15000,Yes,
3002,3,0,1,2011,Sep-15,Cattle,Received as gifts,,,,1,1,Expand herd,,Within sub-location,,,9000,Yes,
3003,7,,1,2020,May-15,Goat,Purchased,,,,1,,Expand herd,,,,4200,4200,,1
3006,4,0,1,2012,Jul-15,Shoat,Purchased,,,,2,2,Restocking from loss,,Within the district,,,5000,Yes,
3006,5,0,1,2013,Jul-15,Shoat,Purchased,,,,2,0,Expand herd,,Within sub-location,,,8000,Yes,
3007,3,0,1,2011,Mar-15,Shoat,Purchased,,,,2,2,Milking purposes,,Within the location,,,3000,Yes,
3007,5,0,1,2013,Jan-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,,3000,Yes,
3008,5,0,1,2013,Mar-15,Cattle,Purchased,,,,1,1,Expand herd,,Within sub-location,,,30000,Yes,
3008,5,0,3,2013,May-15,Shoat,Purchased,,,,10,6,Expand herd,,Within sub-location,,,45000,Yes,
3008,5,0,2,2013,Jul-15,Cattle,Purchased,,,,2,0,Expand herd,,Outside the district,,,50000,Yes,
3010,3,0,1,2011,Jun-15,Shoat,Received as gifts,,,,1,1,Expand herd,,Within the location,,,3000,Yes,
3010,5,0,1,2013,Aug-15,Cattle,Received as gifts,,,,1,0,9,,Within the location,,,40000,Yes,
3010,6,0,1,2015,Aug-15,Cattle,Purchased,,,,1,0,Restocking from loss,,,Large livestock market (e.g Marsabit and Merille),,16000,Yes,
3011,5,0,1,2012,Oct-14,Shoat,Received as a part of a restocking program,,,,6,4,Expand herd,,Within the district,,,12000,Yes,
3013,7,,1,2020,May-15,Cattle,Obtained as dowry,,,,1,,Cultural and traditional rites,,,,,,,1
3015,2,,1,2009,Dec-14,Shoat,Received as gifts,,,,1,1,Cultural and traditional rites,,Within sub-location,,1000,,,
3015,3,0,1,2011,Sep-15,Shoat,Purchased,,,,1,1,Milking purposes,,Within sub-location,,,2300,Yes,
3015,4,0,3,2011,Oct-14,Shoat,Received as gifts,,,,3,3,Expand herd,,Within the location,,,3000,Yes,
3015,4,0,1,2011,Oct-14,Shoat,Purchased,,,,3,0,Expand herd,,Within the location,,,6700,Yes,
3015,4,0,2,2011,Nov-14,Shoat,Purchased,,,,1,0,Expand herd,,Within the location,,,1000,Yes,
3016,2,,1,2009,Nov-14,Shoat,Purchased,,,,7,7,Restocking from loss,,Within the location,,1000,,,
3016,5,0,2,2013,Jan-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the district,,,6000,Yes,
3016,5,0,3,2013,Mar-15,Shoat,Received as gifts,,,,2,1,Expand herd,,Within the district,,,7000,Yes,
3016,5,0,1,2012,Nov-14,Shoat,Purchased,,,,7,4,Expand herd,,Within the district,,,28000,Yes,
3016,7,,1,2020,Sep-15,Goat,Received as gifts,,,,1,,Cultural and traditional rites,,,,,,,1
3018,4,0,1,2012,Jan-15,Shoat,Loaned in/Borrowed,,,,2,2,Diversify herd composition,,Within the district,,,8000,Yes,
3019,2,,1,2010,Jun-15,Cattle,Purchased,,,,1,1,Consumption,,Within the district,,6000,,,
3019,5,0,1,2013,Jul-15,Shoat,Received as gifts,,,,1,1,Start herd,,Within sub-location,,,3000,Yes,
3019,6,0,1,2015,Aug-15,Cattle,Other (specify),,,BROUGHT FROM SATELITE CAMP,1,1,Start herd,,,.b,,5000,Yes,
3020,3,0,1,2011,Feb-15,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,1700,Yes,
3020,3,0,2,2011,May-15,Shoat,Purchased,,,,1,0,Restocking from loss,,Within sub-location,,,2000,Yes,
3020,4,0,1,2012,Mar-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the district,,,3000,Yes,
3021,3,0,1,2011,Aug-15,Shoat,Received as gifts,,,,3,3,Cultural and traditional rites,,Within sub-location,,,9000,Yes,
3021,4,0,1,2012,Sep-15,Cattle,Purchased,,,,1,1,Expand herd,,Within the district,,,19000,Yes,
3021,4,0,2,2012,Sep-15,Shoat,Received as gifts,,,,1,0,Expand herd,,Within sub-location,,,3000,Yes,
3021,5,0,1,2013,Apr-15,Shoat,Received as gifts,,,,1,1,Consumption,,Outside the district,,,4000,Yes,
3021,5,0,2,2013,Jul-15,Shoat,Received as gifts,,,,3,3,Expand herd,,Outside the district,,,12000,Yes,
3022,2,,1,2010,Jan-15,Shoat,Purchased,,,,2,2,Expand herd,,Within the location,,1000,,,
3022,3,0,1,2011,Feb-15,Cattle,Received as gifts,,,,1,1,Restocking from loss,,Within the location,,,5000,Yes,
3022,4,0,2,2012,Sep-15,Cattle,Purchased,,,,1,0,Cultural and traditional rites,,Within the district,,,25000,Yes,
3022,4,0,1,2012,Jan-15,Cattle,Loaned in/Borrowed,,,,1,1,Restocking from loss,,Within the district,,,30000,Yes,
3022,5,0,1,2013,Aug-15,Shoat,Purchased,,,,1,1,Expand herd,,Within sub-location,,,2500,Yes,
3023,2,,1,2009,Dec-14,Shoat,Purchased,,,,10,10,Expand herd,,Within the district,,1200,,,
3023,4,0,2,2012,Mar-15,Shoat,Purchased,,,,1,1,Restocking from loss,,Within the district,,,2000,Yes,
3023,4,0,4,2012,Sep-15,Shoat,Purchased,,,,3,0,Expand herd,,Within the district,,,12000,Yes,
3023,4,0,1,2012,Jan-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the district,,,4000,Yes,
3023,4,0,3,2012,May-15,Shoat,Received as gifts,,,,3,0,Expand herd,,Within the district,,,7500,Yes,
3023,5,0,1,2013,Apr-15,Cattle,Other (specify),,,hearding for other relatives,9,7,10,,Within the location,,,360000,Yes,
3024,2,,2,2010,Feb-15,Shoat,Received as gifts,,,,2,2,Restocking from loss,,Within the district,,1000,,,
3024,2,,1,2010,Jan-15,Shoat,Purchased,,,,6,6,Restocking from loss,,Within the district,,1000,,,
3024,4,0,1,2012,Jun-15,Shoat,Loaned in/Borrowed,,,,1,1,Other (specify),to keep with their animal,Within the location,,,5000,Yes,
3024,6,0,1,2014,Nov-14,Shoat,Received as gifts,,,,1,1,Expand herd,,,.b,,3000,Yes,
3026,4,0,1,2011,Dec-14,Shoat,Received as gifts,,,,2,2,Start herd,,Within sub-location,,,6000,Yes,
3027,2,,1,2010,Mar-15,Shoat,Received as gifts,,,,2,2,Cultural and traditional rites,,Within sub-location,,1000,,,
3027,4,0,1,2012,Aug-15,Shoat,Received as gifts,,,,1,1,Start herd,,Within sub-location,,,5000,Yes,
3027,5,0,1,2013,Jan-15,Cattle,Received as gifts,,,,1,1,Cultural and traditional rites,,Within the district,,,18000,Yes,
3028,3,0,2,.a,.a,Shoat,Received as gifts,,,,1,1,Restocking from loss,,Within sub-location,,,2300,Yes,
