hhid,round,comment,offtakeevent,s6q36a,s6q36b,s6q37,s6q38,s6q38b,s6q38c,s6q38d,s6q39,s6q40,s6q41,s6q41b,s6q41b16,s6q42,s6q42_r6,s6q43,s6q43b,s6q43c,s6q43d
5061,5,0,6,2013,August,Goat/Sheep,Sold,,,,3,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,10200,Yes,
5061,5,0,5,2013,June,Goat/Sheep,Loaned,,,,7,7,Cultural reasons/dowry,,,Within the location,,,10500,Yes,
5061,5,0,4,2013,June,Goat/Sheep,Sold,,,,3,3,For regular cash/income,,,Within the location,,,10500,Yes,
5061,6,0,2,2015,July,Goat/Sheep,Loaned,,Long term borrowing/lending,Family member,3,0,Cultural reasons/dowry,,,,,,9000,Yes,
5061,6,0,1,2015,June,Goat/Sheep,Sold,,,,6,3,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,16000,Yes,
5061,7,,1,2020,September,Goat,Pay debt,,,,2,,Pay debt,,,,,,,,1
5066,1,,3,2009,July,Camel,Hirb (animals givendue to loss),,,,1,1,Help others in bad times,,,Within the location,,15000,,,
5066,1,,2,2009,April,Camel,Loaned,,,,1,1,Help others in bad times,,,Within the sub-location,,18000,,,
5066,1,,1,2009,June,Goat/Sheep,Sold,,,,8,2,For regular cash/income,,,Outside the district,,2000,,,
5066,2,,2,2010,July,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,1700,,,
5066,2,,1,2010,August,Camel,Gave as dowry,,,,2,0,Cultural reasons/dowry,,,Within the district,,20000,,,
5066,3,0,1,2011,May,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,3000,Yes,
5066,4,0,2,2012,April,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,Within the sub-location,,,4000,Yes,
5066,4,0,3,2012,August,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,6000,Yes,
5066,4,0,1,2011,December,Camel,Sold,,,,2,0,Cultural reasons/dowry,,,Within the sub-location,,,70000,Yes,
5066,5,0,2,2013,May,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the location,,,9000,Yes,
5066,5,0,3,2013,August,Goat/Sheep,Sold,,,,3,3,For regular cash/income,,,Within the sub-location,,,10000,Yes,
5066,5,0,1,2012,October,Goat/Sheep,Sold,,,,2,2,For regular cash/income,,,Within the location,,,4000,Yes,
5066,6,0,1,2015,March,Goat/Sheep,Sold,,,,5,0,For regular cash/income,,,,Small livestock market,,10000,Yes,
5066,7,,1,2020,December,Camel,Gave as dowry,,,,3,,Cultural reasons/dowry,,,,,,,,1
5066,7,,1,2019,January,Goat,Sold,,,,5,,For regular cash/income,,,,,3000,15000,,1
5066,7,,1,2020,May,Sheep,Sold,,,,5,,For regular cash/income,,,,,2000,10000,,1
5067,1,,2,2009,July,Goat/Sheep,Sold,,,,10,4,For regular cash/income,,,Outside the district,,1500,,,
5067,1,,1,2008,October,Camel,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,20000,,,
5067,2,,1,2010,June,Goat/Sheep,Sold,,,,10,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,2350,,,
5067,6,1,1,2014,December,Goat/Sheep,Sold,,,,17,11,For regular cash/income,,,,Other,,68000,Yes,
5067,6,0,2,2015,March,Goat/Sheep,Sold,,,,10,9,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,30000,Yes,
5067,7,,1,2020,November,Goat,Sold,,,,2,,For regular cash/income,,,,,4000,8000,,1
5068,1,,2,2009,April,Goat/Sheep,Sold,,,,7,5,For regular cash/income,,,Outside the district,,1500,,,
5068,1,,1,2008,October,Goat/Sheep,Sold,,,,8,2,For regular cash/income,,,Within the district,,1000,,,
5068,2,,1,2010,June,Goat/Sheep,Sold,,,,11,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2150,,,
5068,3,0,1,2011,July,Goat/Sheep,Sold,,,,4,3,For regular cash/income,,,Within the sub-location,,,8000,Yes,
5068,4,0,1,2012,March,Goat/Sheep,Sold,,,,4,0,For regular cash/income,,,Within the location,,,12000,Yes,
5068,5,0,1,2013,May,Camel,Gave as gifts,,,,1,1,Cultural reasons/dowry,,,Within the sub-location,,,40000,Yes,
5068,5,0,2,2013,July,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,10500,Yes,
5068,7,,1,2020,December,Sheep,Sold,,,,5,,For regular cash/income,,,,,2800,14000,,1
5068,7,,2,2020,July,Goat,Sold,,,,15,,For regular cash/income,,,,,2000,30000,,2
5068,7,,1,2019,February,Goat,Sold,,,,15,,For regular cash/income,,,,,1200,18000,,2
5068,7,,1,2019,March,Camel,Gave as gifts,,,,1,,Help others in bad times,,,,,,,,1
5069,1,,2,2009,July,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,800,,,
5069,1,,1,2009,January,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,1800,,,
5069,2,,1,2010,April,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,Within the sub-location,,2400,,,
5069,2,,2,2010,June,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the district,,2800,,,
5069,2,,3,2010,July,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the district,,2700,,,
5069,2,,4,2010,August,Goat/Sheep,Sold,,,,1,1,Cultural reasons/dowry,,,Within the sub-location,,1500,,,
5069,7,,1,2020,July,Sheep,Sold,,,,8,,For regular cash/income,,,,,3000,24000,,1
5069,7,,1,2020,July,Goat,Sold,,,,10,,For regular cash/income,,,,,6000,60000,,1
5070,3,0,2,2011,July,Goat/Sheep,Sold,,,,4,2,For regular cash/income,,,Within the location,,,11500,Yes,
5070,3,0,1,2011,February,Camel,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,35000,Yes,
5070,4,0,1,2012,January,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,6000,Yes,
5070,5,0,2,2013,May,Camel,Gave as gifts,,,,1,0,Help others in bad times,,,Within the sub-location,,,50000,Yes,
5070,5,0,4,2013,July,Goat/Sheep,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,,13300,Yes,
5070,5,0,3,2013,April,Goat/Sheep,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,,12400,Yes,
5070,5,0,1,2012,December,Camel,Loaned,,,,2,1,Help others in bad times,,,Within the sub-location,,,70000,Yes,
5070,6,0,1,2015,July,Goat/Sheep,Sold,,,,8,5,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,34000,Yes,
5070,7,,1,2020,May,Goat,Sold,,,,9,,For regular cash/income,,,,,5000,45000,,1
5070,7,,1,2020,December,Sheep,Sold,,,,1,,For regular cash/income,,,,,3000,3000,,1
5071,1,,1,2008,November,Goat/Sheep,Sold,,,,7,2,For regular cash/income,,,Outside the district,,1600,,,
5071,1,,2,2009,June,Camel,Sold,,,,1,0,For regular cash/income,,,Within the location,,10000,,,
5072,1,,2,2009,June,Goat/Sheep,Gave as gifts,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,700,,,
5072,1,,1,2009,February,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,1000,,,
5072,2,,1,2010,June,Goat/Sheep,Sold,,,,5,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1750,,,
5072,3,0,1,2011,January,Goat/Sheep,Sold,,,,5,2,For regular cash/income,,,Within the location,,,20000,Yes,
5072,4,0,1,2012,January,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,9000,Yes,
5072,4,0,2,2012,June,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,8900,Yes,
5072,5,0,1,2013,May,Camel,Loaned,,,,2,2,Cultural reasons/dowry,,,Within the location,,,60000,Yes,
5072,5,0,3,2013,July,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,6000,Yes,
5072,5,0,2,2012,December,Goat/Sheep,Sold,,,,3,3,For regular cash/income,,,Within the sub-location,,,4500,Yes,
5072,5,0,4,2013,September,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the location,,,6400,Yes,
5072,5,0,5,2013,January,Camel,Loaned,,,,1,1,Cultural reasons/dowry,,,Within the sub-location,,,40000,Yes,
5072,7,,1,2020,August,Goat,Sold,,,,5,,For regular cash/income,,,,,4000,20000,,1
5072,7,,1,2020,December,Sheep,Pay debt,,,,2,,Pay debt,,,,,,,,1
5073,2,,2,2010,July,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2350,,,
5073,2,,1,2010,February,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2200,,,
5073,3,0,1,2010,November,Goat/Sheep,Gave as gifts,,,,12,8,Cultural reasons/dowry,,,Within the district,,,24000,Yes,
5073,4,0,2,2012,January,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,6000,Yes,
5073,4,0,3,2012,August,Goat/Sheep,Sold,,,,7,0,For regular cash/income,,,Within the sub-location,,,14000,Yes,
5073,4,0,1,2011,November,Cattle,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,25000,Yes,
5073,5,0,2,2013,August,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,4200,Yes,
5073,5,0,1,2013,February,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,3500,Yes,
5073,7,,1,2020,November,Goat,Sold,,,,3,,Pay debt,,,,,3500,10500,,2
5073,7,,2,2020,December,Goat,Gave as gifts,,,,3,,Help others in bad times,,,,,,,,2
5075,2,,2,2010,August,Camel,Sold,,,,2,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,22000,,,
5075,2,,1,2010,April,Goat/Sheep,Sold,,,,6,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2650,,,
5075,3,0,1,2010,October,Goat/Sheep,Sold,,,,11,6,For regular cash/income,,,Outside the district,,,34000,Yes,
5075,4,0,1,2012,April,Camel,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,50000,Yes,
5075,4,0,2,2012,September,Goat/Sheep,Sold,,,,5,0,For regular cash/income,,,Within the district,,,15000,Yes,
5075,4,0,3,2012,September,Goat/Sheep,Gave as gifts,,,,3,1,Cultural reasons/dowry,,,Within the sub-location,,,9000,Yes,
5075,5,0,2,2013,August,Goat/Sheep,Sold,,,,5,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,20400,Yes,
5075,5,0,1,2013,September,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,40000,Yes,
5075,5,0,3,2013,September,Goat/Sheep,Sold,,,,3,3,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,6600,Yes,
5075,6,0,3,2015,August,Goat/Sheep,Sold,,,,7,3,For regular cash/income,,,,Small livestock market,,15000,Yes,
5075,6,0,2,2015,June,Camel,Loaned,,Long term borrowing/lending,Family member,1,1,Cultural reasons/dowry,,,,,,20000,Yes,
5075,6,0,4,2015,July,Goat/Sheep,Loaned,,Long term borrowing/lending,Family member,3,3,Cultural reasons/dowry,,,,,,9000,Yes,
5075,6,0,1,2015,April,Camel,Sold,,,,2,0,For regular cash/income,,,,Small livestock market,,70000,Yes,
5075,7,,2,2020,April,Camel,Gave as dowry,,,,6,,Cultural reasons/dowry,,,,,,,,3
5075,7,,1,2019,January,Camel,Gave as gifts,,,,6,,Help others in bad times,,,,,,,,3
5075,7,,3,2020,September,Camel,Gave as gifts,,,,6,,Help others in bad times,,,,,,,,3
5075,7,,1,2020,December,Goat,Gave as dowry,,,,2,,Cultural reasons/dowry,,,,,,,,1
5076,6,0,3,2015,April,Goat/Sheep,Sold,,,,5,3,For regular cash/income,,,,A livestock trader passing by my village,,10000,Yes,
5076,6,0,4,2015,August,Goat/Sheep,Sold,,,,6,1,School fees/sick child/other consumption,,,,Large livestock market (e.g Marsabit and Merille),,23000,Yes,
5076,6,0,1,2014,December,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,5000,Yes,
5076,6,0,2,2015,January,Goat/Sheep,Sold,,,,5,2,School fees/sick child/other consumption,,,,Large livestock market (e.g Marsabit and Merille),,12500,Yes,
5077,2,,1,2010,June,Goat/Sheep,Sold,,,,11,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2250,,,
5077,3,0,1,.a,.a,Goat/Sheep,Sold,,,,8,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,16000,Yes,
5082,2,,1,2010,June,Goat/Sheep,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2250,,,
5082,5,0,1,2013,February,Goat/Sheep,Sold,,,,1,0,For regular cash/income,,,Within the location,,,4000,Yes,
5082,7,,2,2020,November,Goat,Sold,,,,2,,For regular cash/income,,,,,1750,3500,,2
5082,7,,1,2020,September,Goat,Sold,,,,2,,For regular cash/income,,,,,1900,3800,,2
5083,6,0,1,2015,June,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,,A livestock trader passing by my village,,8000,Yes,
5084,3,0,2,2011,July,Goat/Sheep,Sold,,,,6,3,For regular cash/income,,,Outside the district,,,15000,Yes,
5084,3,0,1,2011,June,Camel,Sold,,,,1,0,For regular cash/income,,,Within the sub-location,,,13000,Yes,
5084,5,0,2,2013,March,Goat/Sheep,Sold,,,,7,2,For regular cash/income,,,Within the sub-location,,,21000,Yes,
5084,5,0,3,2013,July,Goat/Sheep,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,,12500,Yes,
5084,5,0,1,2012,November,Cattle,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,Within the sub-location,,,15000,Yes,
5084,6,0,4,2015,June,Goat/Sheep,Gave as gifts,,,,5,5,Cultural reasons/dowry,,,,,,7500,Yes,
5084,6,0,3,2015,June,Goat/Sheep,Sold,,,,8,0,For regular cash/income,,,,A livestock trader passing by my village,,23300,Yes,
5084,6,0,2,2015,February,Goat/Sheep,Sold,,,,5,0,For regular cash/income,,,,A livestock trader within the village,,10000,Yes,
5084,6,0,1,2014,December,Goat/Sheep,Sold,,,,11,2,For regular cash/income,,,,A livestock trader within the village,,15200,Yes,
5084,6,0,5,2015,July,Camel,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,,,,38000,Yes,
5084,7,,1,2020,July,Sheep,Gave as gifts,,,,2,,Cultural reasons/dowry,,,,,,,,2
5084,7,,1,2020,July,Camel,Gave as dowry,,,,3,,Cultural reasons/dowry,,,,,,,,1
5084,7,,2,2020,December,Goat,Sold,,,,4,,For regular cash/income,,,,,2250,9000,,2
5084,7,,2,2020,December,Sheep,Gave as gifts,,,,2,,Cultural reasons/dowry,,,,,,,,2
5084,7,,1,2020,August,Goat,Sold,,,,4,,For regular cash/income,,,,,750,3000,,2
5086,2,,1,2010,April,Goat/Sheep,Sold,,,,3,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,2200,,,
5086,4,0,1,2012,March,Goat/Sheep,Sold,,,,6,6,For regular cash/income,,,Within the sub-location,,,12000,Yes,
5086,5,0,1,2013,May,Goat/Sheep,Sold,,,,10,0,For regular cash/income,,,Outside the district,,,40000,Yes,
5086,5,0,2,2013,September,Goat/Sheep,Sold,,,,2,0,School fees/sick child/other consumption,,,Within the location,,,7000,Yes,
5086,6,0,1,2015,September,Goat/Sheep,Sold,,,,11,5,School fees/sick child/other consumption,,,,Large livestock market (e.g Marsabit and Merille),,37000,Yes,
5086,7,,1,2020,October,Goat,Sold,,,,2,,For regular cash/income,,,,,1500,3000,,2
5086,7,,2,2020,December,Goat,Sold,,,,2,,For regular cash/income,,,,,1250,2500,,2
5088,3,0,1,2011,May,Goat/Sheep,Sold,,,,6,0,Coping with drought (need money to buy food/necessities duing drought),,,Outside the district,,,6000,Yes,
5088,4,0,1,2012,June,Camel,Gave as gifts,,,,1,0,Cultural reasons/dowry,,,Within the sub-location,,,5000,Yes,
5088,4,0,5,2012,June,Goat/Sheep,Loaned,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,8000,Yes,
5088,4,0,4,2012,March,Goat/Sheep,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,3200,Yes,
5088,4,0,2,2012,February,Camel,Sold,,,,2,0,For regular cash/income,,,Within the district,,,19000,Yes,
5088,4,0,3,2012,January,Goat/Sheep,Gave as gifts,,,,3,0,Spread risks of loss,,,Within the district,,,6000,Yes,
5088,5,0,3,2013,June,Camel,Gave as gifts,,,,2,0,Cultural reasons/dowry,,,Within the location,,,90000,Yes,
5088,5,0,2,2013,April,Goat/Sheep,Sold,,,,2,1,For regular cash/income,,,Within the sub-location,,,5000,Yes,
5088,5,0,1,2013,January,Goat/Sheep,Sold,,,,3,0,For regular cash/income,,,Within the sub-location,,,9000,Yes,
5088,5,0,4,2013,August,Goat/Sheep,Sold,,,,4,0,For regular cash/income,,,Within the sub-location,,,12000,Yes,
5088,6,0,2,2015,September,Goat/Sheep,Sold,,,,5,0,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,14500,Yes,
5088,6,0,1,2015,May,Goat/Sheep,Sold,,,,1,1,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,3000,Yes,
5088,7,,2,2020,November,Sheep,Gave as gifts,,,,4,,Help others in bad times,,,,,,,,2
5088,7,,1,2019,February,Goat,Sold,,,,2,,For regular cash/income,,,,,1250,2500,,2
5088,7,,2,2020,May,Goat,Sold,,,,2,,For regular cash/income,,,,,2250,4500,,2
5088,7,,1,2020,July,Sheep,Sold,,,,4,,For regular cash/income,,,,,2075,8300,,2
5089,2,,1,2010,April,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,1500,,,
5089,3,0,1,2011,May,Goat/Sheep,Gave as gifts,,,,2,0,For regular cash/income,,,Within the location,,,5000,Yes,
5089,4,0,2,2012,June,Goat/Sheep,Sold,,,,5,2,For regular cash/income,,,Within the location,,,20000,Yes,
5089,4,0,3,2012,January,Goat/Sheep,Sold,,,,14,7,For regular cash/income,,,Within the sub-location,,,70000,Yes,
5089,4,0,1,2011,November,Camel,Gave as gifts,,,,1,1,Weak/poor performance,,,Within the location,,,30000,Yes,
5089,5,0,3,2013,August,Goat/Sheep,Sold,,,,6,5,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,15250,Yes,
5089,5,0,2,2013,March,Goat/Sheep,Sold,,,,6,5,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,15600,Yes,
5089,5,0,1,2013,January,Goat/Sheep,Sold,,,,4,0,Coping with drought (need money to buy food/necessities duing drought),,,Within the district,,,12000,Yes,
5089,7,,1,2020,September,Sheep,Sold,,,,1,,For regular cash/income,,,,,3000,3000,,1
5089,7,,1,2020,September,Goat,Sold,,,,1,,For regular cash/income,,,,,4000,4000,,1
5089,7,,1,2020,November,Camel,Gave as dowry,,,,2,,Cultural reasons/dowry,,,,,,,,1
5093,3,0,2,2011,May,Goat/Sheep,Sold,,,,1,1,Coping with drought (need money to buy food/necessities duing drought),,,Within the sub-location,,,3000,Yes,
5093,3,0,1,2010,November,Goat/Sheep,Sold,,,,2,2,Coping with drought (need money to buy food/necessities duing drought),,,Within the location,,,5000,Yes,
5093,3,0,3,2011,January,Goat/Sheep,Gave as gifts,,,,3,0,Help others in bad times,,,Within the district,,,6000,Yes,
5093,4,0,3,2012,June,Goat/Sheep,Sold,,,,4,1,For regular cash/income,,,Within the sub-location,,,8000,Yes,
5093,4,0,2,2012,February,Goat/Sheep,Sold,,,,4,0,For regular cash/income,,,Within the sub-location,,,8800,Yes,
5093,4,0,1,2011,November,Goat/Sheep,Sold,,,,5,1,For regular cash/income,,,Within the sub-location,,,10000,Yes,
5093,5,0,1,2013,June,Goat/Sheep,Gave as gifts,,,,2,2,Cultural reasons/dowry,,,Within the location,,,5000,Yes,
5093,6,0,1,2014,December,Goat/Sheep,Sold,,,,9,4,For regular cash/income,,,,Large livestock market (e.g Marsabit and Merille),,21000,Yes,
5093,6,0,4,2015,June,Camel,Sold,,,,1,0,Coping with drought (need money to buy food/necessities duing drought),,,,A livestock trader within the village,,32000,Yes,
5093,6,0,2,2015,February,Goat/Sheep,Sold,,,,5,2,Coping with drought (need money to buy food/necessities duing drought),,,,Small livestock market,,12000,Yes,
5093,6,0,3,2015,April,Goat/Sheep,Sold,,,,12,5,For regular cash/income,,,,A livestock trader passing by my village,,19800,Yes,
5093,7,,1,2020,November,Sheep,Sold,,,,2,,For regular cash/income,,,,,2000,4000,,1
5093,7,,1,2020,May,Goat,Sold,,,,6,,For regular cash/income,,,,,1500,9000,,2
5093,7,,1,2019,March,Camel,Sold,,,,1,,For regular cash/income,,,,,37000,37000,,1
5093,7,,2,2020,July,Goat,Sold,,,,6,,For regular cash/income,,,,,1500,9000,,2
5094,4,0,3,2012,April,Goat/Sheep,Sold,,,,10,9,For regular cash/income,,,Within the sub-location,,,45000,Yes,
5094,4,0,5,2012,July,Camel,Sold,,,,2,0,For regular cash/income,,,Within the sub-location,,,32000,Yes,
