hhid,round,comment,s6q49a,s6q49b,s6q50,s6q51,s6q52,s6q52b,s6q52c,s6q52d,s6q52e,slaughterevent
9071,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9071,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9071,6,0,2015,1,Goat/Sheep,1, Household consumption,,,,,1
9071,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,3
9071,6,0,2015,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9071,7,,2020,11,Sheep,2, Ceremony/guests,,2,,1500,2
9071,7,,2020,7,Goat,1, Ceremony/guests,,1,,1500,1
9071,7,,2020,9,Sheep,2, Ceremony/guests,,2,,1500,1
9072,1,,2008,.a,Goat/Sheep,1, Ceremony/guests,,,,,1
9072,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,3
9072,1,,2009,7,Goat/Sheep,2, Household consumption,,,,,2
9072,2,,2010,5,Goat/Sheep,1, Ceremony/guests,,,,,3
9072,2,,2010,3,Goat/Sheep,1, Ceremony/guests,,,,,2
9072,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
9072,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
9072,4,0,2011,11, Camel,1, Animals would have died,,,,,1
9072,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9072,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9073,1,,2009,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9073,1,,2009,7,Goat/Sheep,2, Household consumption,,,,,2
9073,2,,2010,7,Goat/Sheep,1,For sale,,,,,3
9073,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9073,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,4
9073,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9073,3,0,2011,1,Goat/Sheep,2,For sale,,,,,1
9073,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9073,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9073,4,0,2012,6,Goat/Sheep,1, Household consumption,,,,,1
9073,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9073,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9073,5,0,2013,8,Goat/Sheep,1,For sale,,,,,4
9073,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9073,5,0,2012,10,Goat/Sheep,2, Ceremony/guests,,,,,1
9073,7,,2020,7,Goat,2, Ceremony/guests,,2,,800,1
9073,7,,2020,9,Sheep,1, Ceremony/guests,,1,,1500,1
9073,7,,2020,11,Goat,2, Ceremony/guests,,2,,1200,2
9074,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9074,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9074,1,,2009,8,Goat/Sheep,1, Household consumption,,,,,3
9074,2,,2010,8,Goat/Sheep,1, Ceremony/guests,,,,,4
9074,2,,2009,12,Goat/Sheep,1, Household consumption,,,,,1
9074,2,,2010,4,Goat/Sheep,1,For sale,,,,,2
9074,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9074,2,,2010,9,Goat/Sheep,2, Household consumption,,,,,5
9074,3,0,2011,9,Goat/Sheep,2, Household consumption,,,,,4
9074,3,0,2011,4,Goat/Sheep,2, Household consumption,,,,,1
9074,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9074,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9074,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9074,4,0,2011,11,Goat/Sheep,2, Household consumption,,,,,1
9074,4,0,2012,2,Goat/Sheep,2,For sale,,,,,2
9074,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9074,5,0,2013,1,Goat/Sheep,3, Household consumption,,,,,1
9074,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,2
9074,6,0,2014,12,Goat/Sheep,3, Household consumption,,,,,1
9074,6,0,2015,6,Goat/Sheep,3, Household consumption,,,,,2
9074,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,3
9074,7,,2020,11,Goat,2, Ceremony/guests,,1,,3000,1
9074,7,,2020,5,Sheep,2, Ceremony/guests,,2,,2500,1
9074,7,,2020,7,Sheep,2, Ceremony/guests,,2,,2000,2
9075,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,3
9075,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9075,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9075,2,,2010,8,Goat/Sheep,1, Household consumption,,,,,3
9075,2,,2009,10,Goat/Sheep,1, Household consumption,,,,,1
9075,2,,2010,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9075,3,0,2011,2,Goat/Sheep,2, Animals would have died,,,,,2
9075,3,0,2011,1,Goat/Sheep,2,For sale,,,,,1
9075,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9075,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9075,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9075,4,0,2012,9,Goat/Sheep,1,For sale,,,,,4
9075,4,0,2012,8,Goat/Sheep,2, Household consumption,,,,,3
9075,5,0,2013,3,Goat/Sheep,2, Household consumption,,,,,1
9075,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9075,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9075,6,0,2014,11, Camel,1, Household consumption,,,,,1
9075,7,,2020,11,Goat,1,For sale,,1,2000,,1
9075,7,,2020,8,Sheep,3, Ceremony/guests,,3,,1000,1
9075,7,,2020,11,Sheep,3,For sale,,3,2000,,3
9075,7,,2020,9,Sheep,3, Ceremony/guests,,3,,1000,2
9076,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
9076,1,,2009,8,Goat/Sheep,1,For sale,,,,,3
9076,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9076,2,,2010,1,Goat/Sheep,1, Household consumption,,,,,1
9076,2,,2010,2,Goat/Sheep,1, Ceremony/guests,,,,,2
9076,3,0,2011,1,Goat/Sheep,1, Ceremony/guests,,,,,2
9076,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9076,3,0,2010,11,Goat/Sheep,2, Ceremony/guests,,,,,1
9076,4,0,2011,11, Camel,1, Ceremony/guests,,,,,1
9076,4,0,2012,1,Goat/Sheep,1, Household consumption,,,,,4
9076,4,0,2012,4,Goat/Sheep,2, Animals would have died,,,,,5
9076,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,6
9076,4,0,2012,5, Camel,1, Animals would have died,,,,,3
9076,4,0,2012,3, Camel,1, Animals would have died,,,,,2
9076,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,7
9076,7,,2020,5,Goat,1, Ceremony/guests,,1,,1500,1
9076,7,,2020,7,Sheep,1, Household consumption,,1,,2000,1
9077,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,1
9077,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9077,2,,2010,6,Goat/Sheep,1, Household consumption,,,,,2
9077,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9077,2,,2010,4,Goat/Sheep,2, Household consumption,,,,,1
9077,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9077,3,0,2011,3,Goat/Sheep,1, Household consumption,,,,,1
9077,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9077,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,3
9077,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9077,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,1
9077,6,0,2014,10,Goat/Sheep,3, Ceremony/guests,,,,,1
9077,6,1,2015,7,Goat/Sheep,3, Household consumption,,,,,2
9077,7,,2020,5,Sheep,2, Ceremony/guests,,2,,1000,2
9077,7,,2019,3,Sheep,2, Ceremony/guests,,2,,1500,1
9077,7,,2020,7,Goat,2, Ceremony/guests,,2,,2000,2
9077,7,,2019,2,Goat,2, Household consumption,,2,,1500,1
9078,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,3
9078,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9078,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9078,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9078,2,,2010,7,Goat/Sheep,1,For sale,,,,,3
9078,2,,2010,6,Goat/Sheep,2, Ceremony/guests,,,,,2
9078,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9078,3,0,2011,9,Goat/Sheep,1,For sale,,,,,3
9078,3,0,2011,4,Goat/Sheep,1, Household consumption,,,,,1
9078,4,0,2012,1, Camel,1, Household consumption,,,,,1
9078,4,0,2012,7,Goat/Sheep,2, Household consumption,,,,,4
9078,4,0,2012,9,Goat/Sheep,2,For sale,,,,,5
9078,4,0,2012,8, Camel,1,For sale,,,,,2
9078,4,0,2012,5,Goat/Sheep,2, Ceremony/guests,,,,,3
9078,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9078,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9078,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9078,5,0,2013,8,Goat/Sheep,1, Household consumption,,,,,4
9078,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
9078,6,0,2014,12,Goat/Sheep,3, Household consumption,,,,,2
9078,6,0,2014,11, Camel,1, Household consumption,,,,,1
9078,7,,2020,5,Sheep,6, Ceremony/guests,,3,,2000,1
9078,7,,2020,12,Sheep,6,For sale,,3,3300,,3
9078,7,,2020,8,Sheep,6, Ceremony/guests,,3,,1,2
9079,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
9079,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9079,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9079,2,,2010,2,Goat/Sheep,1, Ceremony/guests,,,,,1
9079,3,0,2011,9,Goat/Sheep,1,For sale,,,,,2
9079,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,1
9079,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,3
9079,4,0,2012,1,Goat/Sheep,1,For sale,,,,,2
9079,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,1
9079,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9079,5,0,2013,6,Goat/Sheep,1, Animals would have died,,,,,2
9079,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9079,5,0,2012,10,Goat/Sheep,2, Ceremony/guests,,,,,1
9079,6,0,2015,2,Goat/Sheep,1, Household consumption,,,,,1
9079,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
9079,6,0,2015,7,Goat/Sheep,2, Household consumption,,,,,2
9079,7,,2019,3,Goat,1, Ceremony/guests,,1,,2000,1
9079,7,,2020,7,Sheep,1, Ceremony/guests,,1,,1500,1
9080,1,,2008,.a,Goat/Sheep,1, Household consumption,,,,,1
9080,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9080,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,3
9080,2,,2010,4,Goat/Sheep,1,For sale,,,,,1
9080,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9080,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9080,3,0,2011,4,Goat/Sheep,2,For sale,,,,,2
9080,3,0,2010,12,Goat/Sheep,1, Household consumption,,,,,1
9080,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,4
9080,4,0,2012,1,Goat/Sheep,2, Household consumption,,,,,2
9080,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,5
9080,4,0,2011,12,Goat/Sheep,2, Ceremony/guests,,,,,1
9080,4,0,2012,2,Goat/Sheep,3,For sale,,,,,3
9080,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,6
9080,5,0,2013,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9080,5,0,2012,10,Goat/Sheep,2, Ceremony/guests,,,,,1
9080,6,0,2014,10, Camel,1, Household consumption,,,,,1
9080,6,0,2015,2,Goat/Sheep,2,For sale,,,,,2
9080,7,,2019,3,Sheep,2, Ceremony/guests,,1,,1000,1
9081,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9081,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9081,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
9081,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9081,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9081,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9081,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9081,3,0,2010,12,Goat/Sheep,1, Household consumption,,,,,1
9081,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,4
9081,4,0,2012,2,Goat/Sheep,2,For sale,,,,,3
9081,4,0,2011,12,Goat/Sheep,2, Household consumption,,,,,2
9081,4,0,2011,10, Camel,1,For sale,,,,,1
9081,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,5
9081,4,0,2012,8,Goat/Sheep,1, Ceremony/guests,,,,,6
9081,5,0,2013,1, Camel,1, Household consumption,,,,,2
9081,5,0,2013,8,Goat/Sheep,4,For sale,,,,,7
9081,5,0,2013,3,Goat/Sheep,4, Household consumption,,,,,3
9081,5,0,2013,9,Goat/Sheep,2, Ceremony/guests,,,,,8
9081,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,5
9081,5,0,2012,11, Camel,1, Household consumption,,,,,1
9081,5,0,2013,4,Goat/Sheep,2,For sale,,,,,4
9081,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,6
9081,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
9081,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9081,7,,2020,6,Sheep,2, Household consumption,,2,,1500,1
9081,7,,2020,10,Sheep,2, Ceremony/guests,,2,,2000,2
9081,7,,2020,5,Goat,1,For sale,,1,2500,,1
9082,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,2
9082,1,,2009,2,Goat/Sheep,1,For sale,,,,,1
9082,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9082,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9082,2,,2010,4,Goat/Sheep,1,For sale,,,,,2
9082,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9082,2,,2010,2,Goat/Sheep,1, Household consumption,,,,,1
9082,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,3
9082,3,0,2011,1,Goat/Sheep,3,For sale,,,,,2
9082,3,0,2010,10,Goat/Sheep,2, Animals would have died,,,,,1
9082,3,0,2011,7,Goat/Sheep,3, Ceremony/guests,,,,,4
9082,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9082,4,0,2012,1,Goat/Sheep,2,For sale,,,,,3
9082,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9082,4,0,2012,3,Goat/Sheep,3,For sale,,,,,5
9082,4,0,2012,8,Goat/Sheep,1, Household consumption,,,,,4
9082,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9082,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9082,6,0,2014,11,Goat/Sheep,1, Ceremony/guests,,,,,1
9082,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9082,7,,2020,6, Camel,1, Ceremony/guests,,1,,40000,1
9082,7,,2020,11,Sheep,3, Ceremony/guests,,2,,2500,2
9082,7,,2020,9,Sheep,3, Ceremony/guests,,2,,5000,1
9083,1,,2009,9,Goat/Sheep,1, Household consumption,,,,,3
9083,1,,2008,12,Goat/Sheep,2, Household consumption,,,,,1
9083,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9083,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9083,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9083,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9083,2,,2010,4,Goat/Sheep,1,For sale,,,,,2
9083,3,0,2011,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9083,3,0,2011,8,Goat/Sheep,1, Household consumption,,,,,3
9083,3,0,2011,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9083,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9083,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9083,5,0,2012,10,Goat/Sheep,1, Ceremony/guests,,,,,1
9083,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9083,5,0,2012,11,Goat/Sheep,1, Ceremony/guests,,,,,2
9083,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9084,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9084,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9084,1,,2009,5,Goat/Sheep,1, Household consumption,,,,,2
9084,2,,2010,4,Goat/Sheep,1, Household consumption,,,,,1
9084,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9084,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9084,3,0,2011,3,Goat/Sheep,1, Household consumption,,,,,1
9084,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9084,4,0,2012,1,Goat/Sheep,1, Animals would have died,,,,,7
9084,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9084,4,0,2011,11,Goat/Sheep,1, Household consumption,,,,,5
9084,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9084,4,0,2012,3,Goat/Sheep,1, Animals would have died,,,,,6
9084,4,0,2012,4,Goat/Sheep,1, Household consumption,,,,,2
9084,4,0,2012,1,Goat/Sheep,1, Ceremony/guests,,,,,1
9084,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9084,5,0,2013,9,Goat/Sheep,2, Ceremony/guests,,,,,2
9084,7,,2020,4,Sheep,4, Ceremony/guests,,3,,2000,1
9084,7,,2020,12,Sheep,4, Household consumption,,3,,2000,3
9084,7,,2020,12,Goat,2,For sale,,2,1200,,2
9084,7,,2020,9,Goat,2, Ceremony/guests,,2,,1700,1
9084,7,,2020,9,Sheep,4, Ceremony/guests,,3,,3000,2
9085,1,,2008,12,Goat/Sheep,1, Household consumption,,,,,1
9085,1,,2009,8,Goat/Sheep,1, Animals would have died,,,,,3
9085,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9085,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9085,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9085,2,,2010,3,Goat/Sheep,1,For sale,,,,,1
9085,3,0,2011,1, Camel,1,For sale,,,,,2
9085,3,0,2010,12, Camel,1, Household consumption,,,,,1
9085,3,0,2011,2,Goat/Sheep,3,For sale,,,,,3
9085,4,0,2012,7,Goat/Sheep,2, Household consumption,,,,,3
9085,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,2
9085,4,0,2012,1,Goat/Sheep,2, Household consumption,,,,,1
9085,6,0,2014,11,Goat/Sheep,1, Household consumption,,,,,1
9085,7,,2020,8,Goat,2,For sale,,2,2000,,1
9085,7,,2020,11,Goat,2,For sale,,2,3000,,2
9086,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9086,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9086,1,,2009,2,Goat/Sheep,2, Household consumption,,,,,1
9086,2,,2010,9,Goat/Sheep,1,For sale,,,,,4
9086,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9086,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9086,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9086,3,0,2011,1,Goat/Sheep,3, Animals would have died,,,,,2
9086,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,3
9086,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,4
9086,3,0,2011,5, Camel,1,For sale,,,,,1
9086,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9086,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9086,4,0,2012,8,Goat/Sheep,2, Household consumption,,,,,3
9086,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9086,5,0,2013,2,Goat/Sheep,2, Household consumption,,,,,1
9086,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9086,6,0,2015,5,Goat/Sheep,2, Household consumption,,,,,1
9087,1,,2008,.a,Goat/Sheep,1, Household consumption,,,,,1
9087,2,,2010,4,Goat/Sheep,1, Ceremony/guests,,,,,1
9087,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9087,2,,2010,5,Goat/Sheep,1, Ceremony/guests,,,,,2
9087,3,0,2010,12,Goat/Sheep,1, Ceremony/guests,,,,,1
9087,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9087,4,0,2012,9,Goat/Sheep,1, Household consumption,,,,,5
9087,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9087,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9087,4,0,2012,3,Goat/Sheep,1, Household consumption,,,,,2
9087,4,0,2012,1,Goat/Sheep,1, Household consumption,,,,,1
9087,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9087,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9087,7,,2020,5,Sheep,4, Ceremony/guests,,2,,4000,2
9087,7,,2020,8,Sheep,4, Ceremony/guests,,2,,3000,1
9088,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9088,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,3
9088,1,,2009,4,Goat/Sheep,1, Ceremony/guests,,,,,2
9088,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,4
9088,2,,2010,1,Goat/Sheep,1, Ceremony/guests,,,,,1
9088,2,,2010,3,Goat/Sheep,1, Ceremony/guests,,,,,2
9088,3,0,2011,7,Goat/Sheep,2, Ceremony/guests,,,,,2
9088,3,0,2011,2,Goat/Sheep,1, Household consumption,,,,,1
9088,4,0,2012,1, Camel,1, Household consumption,,,,,1
9088,4,0,2012,4, Camel,1,For sale,,,,,2
9088,4,0,2012,6,Goat/Sheep,3, Ceremony/guests,,,,,3
9088,4,0,2012,9,Goat/Sheep,3, Household consumption,,,,,6
9088,4,0,2012,8,Goat/Sheep,2, Household consumption,,,,,5
9088,4,0,2012,7,Goat/Sheep,2, Ceremony/guests,,,,,4
9088,5,0,2012,10,Goat/Sheep,2, Ceremony/guests,,,,,1
9088,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9088,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9088,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,3
9088,6,0,2014,10,Goat/Sheep,3, Ceremony/guests,,,,,1
9088,6,0,2015,3,Goat/Sheep,1, Household consumption,,,,,2
9088,7,,2020,9,Sheep,2, Ceremony/guests,,2,,3000,1
9088,7,,2020,11,Sheep,2, Ceremony/guests,,2,,1500,2
9089,1,,2009,3,Goat/Sheep,1, Ceremony/guests,,,,,2
9089,1,,2009,2,Goat/Sheep,1,For sale,,,,,1
9089,1,,2009,7,Goat/Sheep,1, Household consumption,,,,,3
9089,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9089,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9089,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9089,2,,2010,5,Goat/Sheep,1, Ceremony/guests,,,,,2
9089,3,0,2010,11,Goat/Sheep,4, Household consumption,,,,,1
9089,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,4
9089,3,0,2011,4,Goat/Sheep,2,For sale,,,,,3
9089,3,0,2011,1,Goat/Sheep,2, Animals would have died,,,,,2
9089,4,0,2012,6,Goat/Sheep,2, Ceremony/guests,,,,,2
9089,4,0,2012,6,Goat/Sheep,1,For sale,,,,,1
9089,5,0,2013,6,Goat/Sheep,1, Ceremony/guests,,,,,1
9089,5,0,2013,9,Goat/Sheep,1, Household consumption,,,,,2
9089,6,0,2015,9,Goat/Sheep,2, Ceremony/guests,,,,,3
9089,6,0,2015,3,Goat/Sheep,2, Ceremony/guests,,,,,2
9089,6,0,2015,9,Goat/Sheep,1, Household consumption,,,,,4
9089,6,0,2014,12,Goat/Sheep,2, Ceremony/guests,,,,,1
9089,7,,2020,7,Sheep,3, Ceremony/guests,,2,,2000,1
9089,7,,2020,11,Sheep,3, Household consumption,,2,,2000,2
9090,1,,2008,.a,Goat/Sheep,1, Household consumption,,,,,1
9090,1,,2009,4,Goat/Sheep,1, Household consumption,,,,,2
9090,1,,2009,8,Goat/Sheep,1,For sale,,,,,4
9090,1,,2009,7,Goat/Sheep,2, Ceremony/guests,,,,,3
9090,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9090,2,,2010,5,Goat/Sheep,1, Household consumption,,,,,2
9090,2,,2010,2,Goat/Sheep,1,For sale,,,,,1
9090,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9090,3,0,2011,6,Goat/Sheep,2, Ceremony/guests,,,,,1
9090,3,0,2011,7,Goat/Sheep,5, Household consumption,,,,,2
9090,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9090,4,0,2012,7,Goat/Sheep,1, Ceremony/guests,,,,,4
9090,4,0,2012,2,Goat/Sheep,1,For sale,,,,,2
9090,4,0,2011,12,Goat/Sheep,1, Household consumption,,,,,1
9090,5,0,2013,6,Goat/Sheep,2, Ceremony/guests,,,,,1
9090,5,0,2013,8,Goat/Sheep,2, Household consumption,,,,,3
9090,5,0,2013,9,Goat/Sheep,2, Household consumption,,,,,4
9090,5,0,2013,7,Goat/Sheep,1, Ceremony/guests,,,,,2
9090,6,0,2014,12,Goat/Sheep,2, Household consumption,,,,,1
9090,6,0,2015,9,Goat/Sheep,1, Ceremony/guests,,,,,2
9090,7,,2020,11,Goat,2,For sale,,2,1000,,2
9090,7,,2020,8,Sheep,5, Ceremony/guests,,2,,4500,2
9090,7,,2020,6,Sheep,5,For sale,,2,2400,,1
9090,7,,2020,5,Goat,2,For sale,,2,1500,,1
9091,1,,2009,6,Goat/Sheep,1, Household consumption,,,,,2
9091,1,,2009,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9091,1,,2009,3,Goat/Sheep,1, Household consumption,,,,,1
9091,2,,2010,7,Goat/Sheep,1, Ceremony/guests,,,,,3
9091,2,,2010,3,Goat/Sheep,1, Household consumption,,,,,1
9091,2,,2010,6,Goat/Sheep,1, Ceremony/guests,,,,,2
9091,3,0,2010,10,Goat/Sheep,4, Ceremony/guests,,,,,4
9091,3,0,2011,2,Goat/Sheep,1, Household consumption,,,,,1
9091,3,0,2010,11,Goat/Sheep,4, Ceremony/guests,,,,,2
9091,3,0,2011,3,Goat/Sheep,3, Ceremony/guests,,,,,3
9091,4,0,2011,12,Goat/Sheep,1,For sale,,,,,2
9091,4,0,2012,6,Goat/Sheep,1, Ceremony/guests,,,,,3
9091,4,0,2011,11,Goat/Sheep,1, Household consumption,,,,,1
