hhid,round,comment,s14q1,s14q2,s14q2b,s14q2a,s14q4a,s14q4b,s14q3,s14q3_a,s14q3_b,s14q5,s14q6,s14q6b,s14q7,s14q8,s14q9,s14q10,s14q11,s14q51,s14q52,s14q52b,s14q24,s14q25,s14q28,s14q53,s14q54,s14q83,s14q55,s14q56,s14q56b,s14q57,s14q57b,s14q51_a,s14q51_b,s14q51_c,s14q51_d,s14q51_e,s14q51_f,s14q73,s14q71,s14q72,s14q18a,s14q18a2,s14q18b,s14q19a,s14q19a2,s14q19b,s14q20a,s14q20a2,s14q20b,s14q21a,s14q21a2,s14q21b,s14q5_r1,s14q6_r1,s14q6b_r1,s14q7_r1,s14q8_r1,s14q9_r1,s14q9b_r1,s14q10_r1,s14q10b_r1,s14q11_r1,s14q12,s14q13,s14q13b,s14q14,s14q15,s14q16,s14q16b,s14q17,s14q58_r23,s14q58a_r23,s14q58b_r23,s14q58,s14q58a,s14q58b,s14q59,s14q59b,s14q59c,s14q5_r7,s14q8_r7,debt_3,debt_4,debt_5,debt_6,debt_5_support_yn,debt_5_support_who,debt_7,debt_8,debt_9,debt_10
4095,4,0,Yes,At home,,,Cash saving is not large enough,,20000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Other (specify),not qualified.,No,Prefer not to owe credit,,,,,,,,,,,,,
4095,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
4095,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
4095,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,5000,No,,,,No,,No,
4098,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
4103,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Trader,,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
4103,4,0,Yes,At home,,,Cash saving is not large enough,,3000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
4103,5,0,Yes,SACCO / Cooperative,,EQUITY BANK,,,20000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
4103,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Prefer not to owe credit,,,,,,,,,,,,,
4103,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
4107,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 600 in a month,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
4107,4,0,Yes,At home,,,Cash saving is not large enough,,3000,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
4107,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
4107,6,0,Yes,At home,,,Cash saving is not large enough,,100,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
4107,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Private (family/friend etc.),,Very easy (always get it),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very easy (always get it),Private (family/friend etc.),,Very easy (always get it),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
4108,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
4108,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
4108,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
4108,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,4000,No,,,,No,,No,
4110,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,SACCO/ Cooperatives,,Quite easy (4 out of 6 chances),Bank,,Quite difficult (2 out of 6 chances),Trader,,Quite easy (4 out of 6 chances),NGOs,,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
4110,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
4110,5,0,Yes,MFI/FSA,,kenya women finance trust,,,5600,,,No,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,
4110,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,No,No one would lend,,,,,,,,,,,,,
4110,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,3000,No,,,,No,,No,
4111,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Trader,,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
4111,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
4111,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
4111,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
4111,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Friends/family,5000,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,6000,Yes,70000,No,,No,,No,
5001,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Impossible,Trader,,Impossible,Trader,,Impossible,2,No-one would lend: not credit worthy,,,,,,,,,Yes,,,80,6000,Food,,2000,,,,,,,,,,,,,,,,,,,,,
5001,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Bank,,Impossible,MFI/FSA,,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
5001,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Trader,,Very difficult (1 out of 6 chances),Trader,,Impossible,Other (specify),relatives,Quite easy (4 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
5001,4,0,Yes,At home,,,Cash saving is not large enough,,1000,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
5001,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
5001,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
5001,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,10000,No,,,,No,,No,
5002,1,,Yes,At home,,,Do not trust bank/saving association,,3000,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Impossible,2,No-one would lend: not credit worthy,,,,,,,,,Yes,,,30,9000,Food,,3500,,,,,,,,,,,,,,,,,,,,,
5002,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),SACCO/ Cooperatives,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
5002,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
5002,4,0,Yes,At home,,,No bank/saving association in the location,,4000,,,No,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
5002,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,Yes,,,,,,,,,,,,,,
5002,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
5002,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,21000,No,,,,No,,No,
5005,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Informal saving scheme (e.g. merry go round),,O.K. (3 out of 6 chances),Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Impossible,Informal saving scheme (e.g. merry go round),,Impossible,2,Prefer not to owe money,,,,,,,,,Yes,,,70,4000,Food,,4000,,,,,,,,,,,,,,,,,,,,,
5005,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Quite difficult (2 out of 6 chances),Bank,,Impossible,Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
5005,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Trader,,Quite easy (4 out of 6 chances),Money lender,,Quite easy (4 out of 6 chances),Bank,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
5005,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,exactly Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,No one would lend,,,,,,,,,,,,,
5005,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
5005,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,Yes,,,,,,,,,,,,,,
5005,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,15000,Yes,20000,No,,No,,No,
5008,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),2,No-one would lend: not credit worthy,,,,,,,,,Yes,,,45,4000,Food,,1500,,,,,,,,,,,,,,,,,,,,,
5008,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Bank,,Impossible,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
5008,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,Quite easy (4 out of 6 chances),Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
5008,4,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
5008,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,less than Ksh 1100,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,No,No one would lend,,,,,,,,,,,,,
5008,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,No,,No,,,,No,,No,
5009,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Very difficult (1 out of 6 chances),Trader,,Impossible,Trader,,Very easy (always get it),Trader,,Very difficult (1 out of 6 chances),2,Prefer not to owe money,,,,,,,,,Yes,,,30,10000,Food,,10000,,,,,,,,,,,,,,,,,,,,,
5009,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Bank,,Impossible,Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,,,,,,,,,,,,,,,,,,
5009,3,0,Yes,At home,,,No bank/saving association in the location,,2000,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,SACCO/ Cooperatives,,Quite easy (4 out of 6 chances),Bank,,Very easy (always get it),Money lender,,Quite easy (4 out of 6 chances),NGOs,,Very easy (always get it),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
5009,4,0,Yes,At home,,,Cash saving is not large enough,,6000,,,No,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,Yes,,,,,,,,,,,,,,
5009,5,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,No,Prefer not to owe credit,,,,,,,,,,,,,
5009,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
5009,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,Yes,Friends/family,8000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,5000,Yes,7000,Yes,10000,No,,No,,No,
5010,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Quite difficult (2 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),2,No-one would lend: not credit worthy,,,,,,,,,Yes,,,9,1800,Food,,600,,,,,,,,,,,,,,,,,,,,,
5010,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Bank,,Impossible,Trader,,Very difficult (1 out of 6 chances),Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
5010,3,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Don't need it,,,,,,,,,,,,,,,,,,,
5010,4,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
5010,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
5010,6,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
5010,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,2000,No,,,,No,,No,
5011,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Informal saving scheme (e.g. merry go round),,Very easy (always get it),Informal saving scheme (e.g. merry go round),,Very easy (always get it),Informal saving scheme (e.g. merry go round),,Very easy (always get it),Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),2,No-one would lend: no-one has money,,,,,,,,,Yes,,,80,15000,Food,,15000,,,,,,,,,,,,,,,,,,,,,
5011,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Quite difficult (2 out of 6 chances),Trader,,Very difficult (1 out of 6 chances),Bank,,Impossible,MFI/FSA,,Quite easy (4 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
5011,3,0,No,,,,,,,,,,,,,,,,,No,Was asked but prefer not to lend,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 500 plus 15% interest in a month,Private (family/friend etc.),,O.K. (3 out of 6 chances),Private (family/friend etc.),,Very difficult (1 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,,,,,,,,,,,,,,,,,,
5011,4,0,Yes,At home,,,Cash saving is not large enough,,500,,,No,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,No,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Prefer not to owe money,,Yes,,,,,,,,,,,,,,
5011,5,0,No,,,,,,,,,,,,,,,,,No,No one asked to borrow,,,,,,,,,,,,,,,,,,,Yes,more than Ksh 1100,pay back Ksh 600 in a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No-one would lend: no-one has money,,Yes,,,,,,,,,,,,,,
5011,6,0,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,No,Don't know,Don't know,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Don't need it,,No,Dont need it,,,,,,,,,,,,,
5011,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Yes,10000,No,,,,No,,No,
5012,1,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Trader,,Quite easy (4 out of 6 chances),Trader,,Quite easy (4 out of 6 chances),Trader,,O.K. (3 out of 6 chances),Trader,,Quite difficult (2 out of 6 chances),2,Prefer not to owe money,,,,,,,,,Yes,,,15,10000,Food,,5000,,,,,,,,,,,,,,,,,,,,,
5012,2,,No,,,,,,,,,,,,,,,,,No,Was asked but don't have money to lend,,,,,,,,,,,,,,,,,,,,,,Private (family/friend etc.),,Very difficult (1 out of 6 chances),Money lender,,Very difficult (1 out of 6 chances),Bank,,Impossible,Informal saving scheme (e.g. merry go round),,Very difficult (1 out of 6 chances),,,,,,,,,,,,,,,,,,,No,No-one would lend: this household is not credit worthy,,,,,,,,,,,,,,,,,,,
