hhid,round,comment,Loan_ID,s14q60a,s14q60,s14q60b,s14q61,s14q61b,s14q61c,s14q79,s14q81,s14q81b,s14q82,s14q62,s14q62_r2,s14q66,s14q65c,s14q66a,s14q66_r23,s14q64,s14q65a,s14q65b,s14q67,s14q68a,s14q68b,s14q69,s14q70,s14q70b,s14q92,s14q92b,s14q93,s14q94,s14q80,s14q91
4066,2,,11,,,,Food,,Yes,,,,,,9,6000,,,6000,No,,,No,,,6000,,,,,,,,
4066,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4066,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4066,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4066,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4066,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4068,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4068,2,,11,,,,Food,,Yes,,,,,,8,1200,,,700,No,2,,No,,,700,,,,,,,,
4068,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4068,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4068,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4068,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4068,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4069,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4069,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4069,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4069,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4069,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4069,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4070,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4070,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4070,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4070,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4070,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4070,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4071,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4073,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4073,2,,11,,,,Food,,Yes,,,,,,7,500,,,500,No,,,No,,,0,,,,,,,,
4073,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4073,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4073,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4073,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4073,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4074,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4074,2,,11,,,,Food,,Yes,,,,,,11,800,,,800,No,,,No,,,800,,,,,,,,
4074,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4074,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4074,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4074,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4074,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4075,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4075,2,,11,,,,Food,,Yes,,,,,,9,3500,,,3500,No,,,No,,,1500,,,,,,,,
4075,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4075,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4075,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4075,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4075,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4076,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4076,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4076,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4076,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4076,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4076,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4078,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4078,2,,11,,,,Food,,Yes,,,,,,8,1200,,,1200,No,,,No,,,1200,,,,,,,,
4078,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4078,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4078,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4078,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4078,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4079,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4079,2,,11,,,,Food,,Yes,,,,,,9,2000,,,2000,No,,,No,,,2000,,,,,,,,
4079,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4079,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4079,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4079,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4079,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4082,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4082,2,,11,,,,Food,,Yes,,,,,,10,1000,,,1000,No,,,No,,,1000,,,,,,,,
4082,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4082,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4082,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4082,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4082,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4083,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4083,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4083,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4083,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4083,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4083,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4084,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4086,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4086,2,,11,,,,Food,,Yes,,,,,,9,6000,,,6000,No,,,No,,,5000,,,,,,,,
4086,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4086,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4086,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4086,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4086,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4087,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4087,2,,11,,,,Food,,Yes,,,,,,6,650,,,650,No,,,No,,,650,,,,,,,,
4087,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4087,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4087,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4087,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4087,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4089,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4090,2,,1,,Private (family/friend etc.),,,,,,,,,,8,2000,,,2000,No,,,No,,,2000,Food,,,,,,,
4090,2,,11,,,,Food,,Yes,,,,,,9,1000,,,1000,No,,,No,,,1000,,,,,,,,
4090,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4090,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4090,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4090,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4090,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4091,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4091,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4091,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4091,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4091,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4091,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4095,2,,.b,,.b,,,,,,,,,,.b,.b,,,.b,.b,.b,.b,.b,.b,.b,.b,.b,,,,,,,
4095,2,,11,,,,Food,,Yes,,,,,,7,600,,,600,No,,,No,,,600,,,,,,,,
4095,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4095,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4095,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4095,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
4095,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5001,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5002,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5002,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5002,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5002,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5002,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5002,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5005,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5005,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5005,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5005,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5005,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5005,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5008,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5009,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5009,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5009,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5009,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5009,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5009,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5010,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5010,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5010,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5010,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5010,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5010,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5011,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5012,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5013,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5013,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5013,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5013,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5013,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5013,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5015,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5015,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5015,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5015,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5015,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5015,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5016,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5016,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5016,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5016,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5016,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5016,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5018,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5019,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5020,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5021,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5022,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5022,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5022,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5022,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5022,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5022,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5024,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5024,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5024,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5024,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5024,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5024,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5027,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5030,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5031,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5031,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5031,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5031,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5031,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5031,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5034,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5034,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5034,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5034,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5034,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5034,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5037,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5038,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5038,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5038,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5038,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5038,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5038,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5041,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5043,2,,1,,Trader,,,,,,,,,,12,5000,,,5000,No,,,No,,,5000,Food,,,,,,,
5043,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5043,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5043,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5043,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5043,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5043,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5044,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2,,12,,,,Household durables and supplies,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2,,13,,,,Livestock,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2,,14,,,,Livestock and agricultural inputs,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2,,15,,,,Other investments,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5045,2,,16,,,,All other goods,,No,,,,,,,,,,,,,,,,,,,,,,,,,
5046,2,,11,,,,Food,,No,,,,,,,,,,,,,,,,,,,,,,,,,
