hhid,round,comment,birthevent,s6q45a,s6q45b,s6q46,s6q47,s6q47b
2016,2,,2,Current year,March,Sheep/Goat,2,
2016,2,,1,Previous year,December,Sheep/Goat,2,
2016,3,0,1,Current year,March,Sheep/Goat,9,
2016,4,0,1,Current year,July,Sheep/Goat,1,
2016,4,0,2,Current year,August,Sheep/Goat,2,
2016,5,0,3,Current year,July,Sheep/Goat,1,
2016,5,0,2,Current year,June,Sheep/Goat,3,
2016,5,0,1,Current year,May,Sheep/Goat,1,
2016,7,,1,2020,May,Cattle,1,1
2016,7,,1,2020,September,Goat,4,3
2016,7,,3,2020,November,Goat,4,3
2016,7,,2,2020,October,Goat,4,3
2017,1,,1,Previous year,December,Sheep/Goat,1,
2017,1,,2,Current year,September,Sheep/Goat,2,
2017,2,,1,Previous year,December,Sheep/Goat,1,
2017,6,0,3,Current year,April,Sheep/Goat,2,
2017,6,0,2,Current year,September,Sheep/Goat,1,
2017,6,0,1,Current year,February,Sheep/Goat,1,
2018,1,,1,Current year,July,Sheep/Goat,1,
2018,2,,1,Previous year,November,Sheep/Goat,4,
2018,2,,2,Current year,July,Sheep/Goat,1,
2018,5,0,1,Current year,May,Sheep/Goat,1,
2018,6,0,2,Previous year,December,Sheep/Goat,3,
2018,6,0,1,Current year,February,Sheep/Goat,4,
2018,6,0,3,Current year,July,Sheep/Goat,5,
2018,7,,1,2020,September,Sheep,4,4
2018,7,,1,2020,December,Cattle,1,1
2018,7,,3,2020,November,Goat,17,13
2018,7,,4,2020,November,Sheep,4,4
2018,7,,1,2020,November,Goat,17,13
2018,7,,12,2020,December,Goat,17,13
2018,7,,5,2020,November,Goat,17,13
2018,7,,10,2020,December,Goat,17,13
2018,7,,2,2020,November,Goat,17,13
2018,7,,3,2020,November,Sheep,4,4
2018,7,,11,2020,December,Goat,17,13
2018,7,,6,2020,November,Goat,17,13
2018,7,,13,2020,December,Goat,17,13
2018,7,,8,2020,November,Goat,17,13
2018,7,,9,2020,December,Goat,17,13
2018,7,,7,2020,November,Goat,17,13
2018,7,,2,2020,September,Sheep,4,4
2018,7,,4,2020,November,Goat,17,13
2019,2,,1,Current year,July,Sheep/Goat,1,
2019,3,0,1,Current year,August,Sheep/Goat,2,
2019,4,0,1,Previous year,October,Sheep/Goat,2,
2019,4,0,2,Current year,June,Sheep/Goat,1,
2019,4,0,3,Current year,July,Sheep/Goat,1,
2019,4,0,4,Current year,August,Sheep/Goat,1,
2019,5,0,1,Current year,August,Sheep/Goat,2,
2019,7,,2,2019,January,Cattle,2,2
2019,7,,5,2020,May,Goat,14,7
2019,7,,2,2019,February,Goat,14,7
2019,7,,3,2019,March,Goat,14,7
2019,7,,7,2020,July,Goat,14,7
2019,7,,6,2020,June,Goat,14,7
2019,7,,1,2019,January,Goat,14,7
2019,7,,1,2019,January,Cattle,2,2
2019,7,,4,2020,April,Goat,14,7
2020,1,,2,Current year,June,Cattle,2,
2020,1,,1,Current year,March,Sheep/Goat,3,
2020,1,,3,Current year,September,Sheep/Goat,1,
2020,2,,2,Current year,April,Sheep/Goat,2,
2020,2,,1,Current year,February,Cattle,1,
2020,2,,3,Current year,July,Sheep/Goat,2,
2020,3,0,1,Current year,July,Camel,1,
2020,3,0,3,Current year,May,Sheep/Goat,1,
2020,3,0,5,Current year,August,Sheep/Goat,2,
2020,3,0,4,Current year,June,Sheep/Goat,1,
2020,3,0,2,.a,.a,Sheep/Goat,2,
2020,4,0,1,Current year,July,Sheep/Goat,2,
2020,4,0,2,Current year,September,Sheep/Goat,1,
2020,5,0,1,Previous year,December,Camel,1,
2020,5,0,2,Current year,March,Sheep/Goat,2,
2020,6,0,2,Current year,January,Cattle,2,
2020,6,0,4,Previous year,October,Sheep/Goat,1,
2020,6,0,5,Current year,April,Sheep/Goat,2,
2020,6,0,1,Previous year,November,Camel,1,
2020,6,0,3,Current year,April,Cattle,1,
2020,7,,1,2020,July,Cattle,2,2
2020,7,,2,2020,August,Cattle,2,2
2021,2,,1,Previous year,November,Cattle,1,
2021,2,,3,Current year,June,Sheep/Goat,3,
2021,2,,2,Previous year,December,Sheep/Goat,3,
2021,3,0,1,Current year,February,Cattle,2,
2021,3,0,2,Current year,June,Sheep/Goat,4,
2021,4,0,1,Current year,August,Sheep/Goat,1,
2021,5,0,1,Current year,March,Sheep/Goat,2,
2021,6,0,1,Current year,April,Sheep/Goat,2,
2021,7,,2,2020,October,Goat,4,4
2021,7,,4,2020,October,Goat,4,4
2021,7,,3,2020,October,Goat,4,4
2021,7,,1,2020,October,Goat,4,4
2022,1,,4,Current year,March,Sheep/Goat,18,
2022,1,,2,Previous year,October,Sheep/Goat,29,
2022,1,,3,Current year,March,Cattle,2,
2022,1,,5,Current year,April,Sheep/Goat,5,
2022,1,,1,Previous year,November,Cattle,6,
2022,2,,3,Current year,July,Sheep/Goat,7,
2022,2,,2,Current year,April,Sheep/Goat,10,
2022,2,,1,Previous year,December,Sheep/Goat,10,
2022,3,0,1,Current year,May,Sheep/Goat,3,
2022,4,0,3,Current year,March,Sheep/Goat,12,
2022,4,0,7,Current year,September,Sheep/Goat,7,
2022,4,0,2,Current year,February,Sheep/Goat,8,
2022,4,0,8,Current year,September,Cattle,2,
2022,4,0,4,Current year,May,Sheep/Goat,16,
2022,4,0,5,Current year,June,Sheep/Goat,15,
2022,4,0,1,Current year,January,Sheep/Goat,6,
2022,4,0,6,Current year,August,Sheep/Goat,9,
2022,5,0,3,Current year,February,Cattle,1,
2022,5,0,6,Previous year,November,Sheep/Goat,9,
2022,5,0,8,Current year,June,Sheep/Goat,6,
2022,5,0,1,Previous year,October,Cattle,2,
2022,5,0,7,Current year,February,Sheep/Goat,7,
2022,5,0,5,Previous year,October,Sheep/Goat,18,
2022,5,0,2,Current year,January,Cattle,1,
2022,6,0,3,Current year,January,Sheep/Goat,10,
2022,6,0,1,Current year,June,Cattle,1,
2022,6,0,4,Current year,June,Sheep/Goat,4,
2022,6,0,2,Current year,July,Cattle,1,
2022,7,,2,2020,November,Sheep,3,3
2022,7,,3,2020,September,Goat,7,7
2022,7,,3,2020,December,Sheep,3,3
2022,7,,1,2020,November,Sheep,3,3
2022,7,,7,2020,October,Goat,7,7
2022,7,,2,2020,December,Cattle,2,2
2022,7,,6,2020,October,Goat,7,7
2022,7,,2,2020,September,Goat,7,7
2022,7,,5,2020,October,Goat,7,7
2022,7,,1,2020,September,Goat,7,7
2022,7,,1,2020,December,Cattle,2,2
2022,7,,4,2020,September,Goat,7,7
2023,2,,1,Current year,January,Sheep/Goat,1,
2023,2,,2,Current year,September,Sheep/Goat,2,
2023,4,0,2,Previous year,December,Sheep/Goat,1,
2023,4,0,1,Previous year,November,Sheep/Goat,1,
2023,5,0,1,Current year,February,Sheep/Goat,2,
2023,6,0,2,Current year,September,Sheep/Goat,2,
2023,6,0,1,Current year,February,Sheep/Goat,2,
2023,7,,1,2020,August,Goat,2,2
2023,7,,1,2020,August,Sheep,2,2
2023,7,,2,2020,August,Sheep,2,2
2023,7,,2,2020,August,Goat,2,2
2024,2,,1,Current year,August,Sheep/Goat,2,
2024,3,0,1,Current year,July,Sheep/Goat,1,
2024,4,0,1,Current year,August,Sheep/Goat,2,
2024,5,0,2,Current year,July,Sheep/Goat,1,
2024,5,0,1,Current year,February,Sheep/Goat,1,
2024,6,0,1,Current year,September,Sheep/Goat,1,
2025,1,,2,Current year,March,Sheep/Goat,12,
2025,1,,1,Current year,January,Sheep/Goat,10,
2025,2,,2,Current year,March,Sheep/Goat,5,
2025,2,,1,Previous year,December,Sheep/Goat,25,
2025,2,,3,Current year,August,Sheep/Goat,15,
2025,3,0,1,Current year,January,Sheep/Goat,12,
2025,3,0,2,Current year,April,Sheep/Goat,25,
2025,4,0,2,Current year,February,Sheep/Goat,12,
2025,4,0,1,Current year,August,Sheep/Goat,23,
2025,5,0,1,Current year,March,Sheep/Goat,11,
2025,5,0,2,Current year,September,Sheep/Goat,7,
2025,6,0,4,Current year,March,Sheep/Goat,39,
2025,6,0,3,Current year,July,Sheep/Goat,4,
2025,6,0,2,Current year,August,Sheep/Goat,10,
2025,6,0,1,Current year,September,Sheep/Goat,7,
2025,7,,1,2020,December,Cattle,2,2
2025,7,,2,2020,December,Cattle,2,2
2025,7,,2,2020,November,Goat,5,5
2025,7,,1,2020,December,Sheep,1,1
2025,7,,3,2020,December,Goat,5,5
2025,7,,5,2020,December,Goat,5,5
2025,7,,1,2020,November,Goat,5,5
2025,7,,4,2020,December,Goat,5,5
2026,2,,1,Previous year,November,Cattle,1,
2026,2,,2,Current year,April,Sheep/Goat,2,
2026,3,0,1,Current year,April,Cattle,3,
2026,3,0,2,Current year,April,Sheep/Goat,3,
2026,4,0,3,Current year,September,Sheep/Goat,2,
2026,4,0,2,Previous year,November,Sheep/Goat,2,
2026,4,0,1,Current year,September,Cattle,1,
2026,5,0,1,Current year,January,Cattle,1,
2026,5,0,2,Current year,May,Sheep/Goat,2,
2026,6,0,2,Current year,February,Sheep/Goat,2,
2026,6,0,1,Previous year,October,Cattle,1,
2026,6,0,3,Current year,July,Sheep/Goat,2,
2026,7,,1,2019,January,Sheep,3,3
2026,7,,3,2019,March,Sheep,3,3
2026,7,,1,2019,February,Goat,2,1
2026,7,,2,2019,February,Sheep,3,3
2026,7,,1,2019,January,Cattle,2,2
2026,7,,2,2020,April,Cattle,2,2
2027,1,,1,Previous year,November,Cattle,3,
2027,1,,2,Previous year,November,Sheep/Goat,11,
2027,1,,3,Current year,March,Cattle,3,
2027,2,,1,Previous year,October,Cattle,2,
2027,2,,2,Current year,August,Sheep/Goat,4,
2027,2,,3,Current year,September,Sheep/Goat,2,
2027,4,0,1,Current year,January,Sheep/Goat,2,
2027,4,0,3,Current year,September,Sheep/Goat,2,
2027,4,0,2,Current year,April,Sheep/Goat,1,
2027,5,0,3,Current year,July,Cattle,2,
2027,5,0,2,Current year,August,Sheep/Goat,1,
2027,5,0,4,Current year,September,Cattle,1,
2027,5,0,1,Current year,June,Sheep/Goat,3,
2027,6,0,3,Current year,August,Sheep/Goat,2,
2027,6,0,1,Current year,July,Cattle,1,
2027,6,0,2,Current year,May,Sheep/Goat,3,
2027,6,0,4,Current year,February,Sheep/Goat,3,
2027,7,,1,2020,June,Cattle,1,1
2028,2,,1,Previous year,December,Sheep/Goat,8,
2028,2,,2,Current year,March,Sheep/Goat,5,
2028,2,,3,Current year,August,Sheep/Goat,3,
2028,3,0,2,Current year,August,Sheep/Goat,1,
2028,3,0,1,Current year,May,Sheep/Goat,1,
2028,4,0,1,Current year,September,Sheep/Goat,2,
2028,5,0,1,Current year,July,Sheep/Goat,2,
2028,6,0,1,Previous year,October,Cattle,1,
2028,6,0,2,Current year,August,Sheep/Goat,4,
2028,7,,6,2020,August,Goat,6,6
2028,7,,3,2020,May,Goat,6,6
2028,7,,1,2020,July,Cattle,1,1
2028,7,,5,2020,July,Goat,6,6
2028,7,,1,2020,July,Goat,6,6
2028,7,,2,2020,August,Goat,6,6
2028,7,,4,2019,March,Goat,6,6
2029,1,,2,Current year,August,Cattle,1,
2029,1,,1,Previous year,October,Cattle,4,
2029,2,,1,Previous year,December,Cattle,2,
2029,3,0,1,Current year,September,Cattle,1,
2029,4,0,1,Current year,September,Cattle,2,
2029,5,0,5,Current year,February,Cattle,1,
2029,5,0,4,Current year,September,Cattle,2,
2029,5,0,1,Current year,May,Cattle,1,
2029,5,0,3,Current year,August,Cattle,1,
2029,5,0,2,Current year,July,Cattle,1,
2029,6,0,2,Current year,June,Cattle,2,
2029,6,0,1,Current year,February,Cattle,3,
2030,1,,1,Current year,February,Sheep/Goat,2,
2030,2,,1,Current year,June,Sheep/Goat,5,
2030,3,0,1,Current year,May,Sheep/Goat,2,
2030,5,0,3,Current year,April,Sheep/Goat,3,
2030,5,0,1,Current year,May,Sheep/Goat,2,
2030,5,0,2,Current year,January,Sheep/Goat,4,
2030,7,,1,2019,January,Goat,5,3
2030,7,,2,2019,February,Goat,5,3
2030,7,,3,2019,March,Goat,5,3
2031,3,0,1,Current year,August,Sheep/Goat,1,
2031,4,0,2,Current year,March,Sheep/Goat,2,
2031,4,0,3,Current year,May,Sheep/Goat,2,
2031,4,0,1,Previous year,November,Sheep/Goat,4,
2031,4,0,4,Current year,July,Sheep/Goat,2,
2031,5,0,1,Current year,July,Sheep/Goat,4,
2031,6,0,1,Current year,May,Sheep/Goat,4,
2031,6,0,2,Current year,February,Sheep/Goat,2,
2031,7,,3,2020,October,Goat,5,5
2031,7,,4,2020,October,Goat,5,5
2031,7,,2,2020,October,Goat,5,5
2031,7,,1,2020,October,Goat,5,5
2031,7,,5,2020,October,Goat,5,5
2032,2,,3,Current year,August,Sheep/Goat,4,
2032,2,,2,Current year,February,Sheep/Goat,1,
2032,2,,1,Previous year,November,Cattle,1,
2032,3,0,1,Current year,January,Sheep/Goat,4,
2032,4,0,1,Previous year,December,Sheep/Goat,2,
2032,4,0,3,Current year,April,Sheep/Goat,1,
2032,4,0,2,Current year,March,Sheep/Goat,3,
2032,5,0,1,Current year,September,Sheep/Goat,5,
2032,6,0,2,Current year,September,Sheep/Goat,5,
2032,6,0,1,Current year,July,Sheep/Goat,4,
2032,7,,1,2020,December,Cattle,1,1
2033,1,,2,Current year,March,Cattle,2,
2033,1,,1,Previous year,November,Cattle,3,
2033,3,0,1,Previous year,November,Cattle,1,
2033,4,0,1,Current year,March,Cattle,1,
2033,5,0,1,Current year,March,Cattle,1,
2033,6,0,1,Previous year,October,Cattle,1,
2033,6,0,3,Current year,March,Cattle,1,
2033,6,0,2,Previous year,December,Cattle,1,
2034,1,,1,Current year,September,Cattle,1,
2034,2,,3,Current year,June,Sheep/Goat,12,
2034,2,,1,Previous year,December,Sheep/Goat,4,
2034,2,,2,Current year,March,Sheep/Goat,1,
2034,3,0,2,Current year,June,Cattle,1,
2034,3,0,5,Current year,July,Sheep/Goat,3,
2034,3,0,3,.a,.a,Cattle,2,
2034,3,0,4,Current year,April,Sheep/Goat,4,
2034,3,0,6,Current year,August,Sheep/Goat,2,
2034,3,0,1,Current year,March,Cattle,1,
2034,3,0,7,.a,.a,Sheep/Goat,6,
2034,4,0,1,Current year,September,Sheep/Goat,9,
2034,5,0,1,Current year,January,Camel,2,
2034,5,0,3,Previous year,December,Sheep/Goat,15,
2034,5,0,2,Previous year,December,Cattle,7,
2034,6,0,1,Current year,August,Cattle,2,
2034,6,0,4,Current year,May,Sheep/Goat,4,
2034,6,0,2,Current year,February,Cattle,1,
2034,6,0,3,Current year,February,Sheep/Goat,8,
2034,7,,3,2020,September,Cattle,4,4
2034,7,,2,2020,August,Cattle,4,4
2034,7,,4,2020,October,Cattle,4,4
2034,7,,1,2020,July,Cattle,4,4
2035,1,,1,Previous year,November,Cattle,3,
2035,1,,2,Current year,August,Sheep/Goat,1,
2035,2,,1,Current year,March,Sheep/Goat,2,
2035,3,0,2,Previous year,November,Sheep/Goat,2,
2035,3,0,1,Previous year,October,Cattle,2,
2035,4,0,4,Current year,July,Sheep/Goat,2,
2035,4,0,1,Previous year,October,Cattle,1,
2035,4,0,2,Current year,March,Cattle,1,
2035,4,0,3,Current year,June,Sheep/Goat,3,
2035,4,0,5,Current year,September,Cattle,1,
2035,5,0,1,Current year,September,Cattle,1,
2035,6,0,5,Current year,September,Sheep/Goat,2,
2035,6,0,2,Current year,March,Cattle,2,
2035,6,0,1,Previous year,October,Cattle,1,
2035,6,0,3,Previous year,November,Sheep/Goat,1,
2035,6,0,4,Current year,March,Sheep/Goat,2,
2035,7,,3,2020,September,Goat,6,6
2035,7,,1,2020,August,Goat,6,6
2035,7,,1,2020,May,Sheep,3,3
2035,7,,3,2020,August,Sheep,3,3
2035,7,,2,2020,August,Goat,6,6
2035,7,,5,2020,November,Goat,6,6
2035,7,,2,2020,July,Sheep,3,3
2035,7,,4,2020,October,Goat,6,6
2035,7,,6,2020,October,Goat,6,6
2036,2,,2,Current year,June,Sheep/Goat,2,
2036,2,,1,Current year,April,Sheep/Goat,2,
2036,3,0,1,Current year,March,Sheep/Goat,9,
2036,4,0,2,Current year,September,Sheep/Goat,3,
2036,4,0,1,Current year,May,Sheep/Goat,3,
2036,5,0,1,Current year,March,Sheep/Goat,2,
2036,5,0,2,Current year,July,Sheep/Goat,3,
2036,6,0,1,Current year,January,Cattle,1,
2036,6,0,2,Current year,January,Sheep/Goat,8,
2036,7,,4,2020,November,Goat,5,5
2036,7,,2,2020,November,Goat,5,5
2036,7,,1,2020,November,Goat,5,5
2036,7,,3,2020,November,Goat,5,5
2036,7,,5,2020,November,Goat,5,5
2036,7,,2,2020,December,Cattle,2,2
2036,7,,1,2020,November,Cattle,2,2
2037,5,0,1,Current year,July,Sheep/Goat,2,
2037,5,0,2,Current year,August,Sheep/Goat,3,
2037,6,0,1,Current year,June,Sheep/Goat,1,
2037,7,,1,2020,October,Goat,3,2
2037,7,,2,2020,December,Goat,3,2
2037,7,,1,2020,November,Cattle,1,1
2038,3,0,2,Previous year,December,Sheep/Goat,1,
2038,3,0,1,Previous year,October,Sheep/Goat,1,
2038,4,0,2,Current year,August,Sheep/Goat,3,
2038,4,0,1,Previous year,October,Sheep/Goat,1,
2038,4,0,3,Previous year,December,Sheep/Goat,2,
2038,5,0,1,Current year,September,Sheep/Goat,1,
2038,6,0,1,Current year,August,Sheep/Goat,1,
2038,6,0,2,Current year,September,Sheep/Goat,1,
2038,7,,3,2019,February,Goat,5,3
2038,7,,1,2019,January,Goat,5,3
2038,7,,2,2019,January,Goat,5,3
2039,1,,1,Current year,March,Sheep/Goat,2,
2039,2,,4,Current year,September,Sheep/Goat,2,
2039,2,,2,Current year,March,Sheep/Goat,1,
2039,2,,3,Current year,May,Sheep/Goat,5,
2039,2,,1,Previous year,November,Cattle,1,
2039,3,0,3,Current year,April,Sheep/Goat,2,
2039,3,0,2,Current year,March,Sheep/Goat,6,
2039,3,0,1,Previous year,December,Cattle,1,
2039,4,0,2,Current year,August,Sheep/Goat,4,
2039,4,0,1,Current year,July,Sheep/Goat,2,
2039,5,0,3,Current year,August,Sheep/Goat,6,
2039,5,0,2,Current year,May,Cattle,1,
2039,5,0,1,Current year,April,Camel,1,
2039,6,0,3,Current year,January,Sheep/Goat,1,
2039,6,0,1,Current year,August,Sheep/Goat,1,
2039,6,0,2,Current year,September,Sheep/Goat,2,
2040,1,,2,Current year,March,Sheep/Goat,3,
2040,1,,1,Previous year,November,Sheep/Goat,4,
2040,1,,3,Current year,September,Sheep/Goat,4,
2040,2,,4,Current year,May,Sheep/Goat,3,
2040,2,,1,Current year,February,Cattle,3,
2040,2,,5,Current year,July,Sheep/Goat,2,
2040,2,,2,Current year,March,Cattle,2,
2040,3,0,1,Current year,January,Cattle,4,
2040,3,0,2,Current year,April,Sheep/Goat,3,
2040,4,0,2,Current year,September,Sheep/Goat,1,
2040,4,0,1,Current year,August,Sheep/Goat,2,
2040,5,0,1,Current year,May,Cattle,2,
2040,5,0,2,Current year,August,Sheep/Goat,4,
2040,6,0,3,Current year,February,Sheep/Goat,1,
2040,6,0,2,Previous year,October,Sheep/Goat,1,
2040,6,0,4,Current year,March,Cattle,1,
2040,6,0,1,Previous year,October,Cattle,1,
2041,1,,1,Current year,September,Sheep/Goat,2,
2041,3,0,2,Previous year,November,Cattle,1,
2041,3,0,1,Previous year,October,Sheep/Goat,3,
2041,5,0,1,Current year,February,Sheep/Goat,1,
2041,5,0,2,Current year,August,Sheep/Goat,1,
2043,1,,1,Previous year,December,Cattle,2,
2043,2,,2,Current year,July,Sheep/Goat,8,
2043,2,,4,Current year,September,Sheep/Goat,2,
2043,2,,1,Previous year,December,Cattle,2,
2043,2,,3,Current year,August,Sheep/Goat,6,
2043,3,0,1,Previous year,December,Cattle,2,
2043,3,0,3,Current year,August,Cattle,1,
2043,3,0,7,Current year,September,Sheep/Goat,1,
2043,3,0,2,Current year,May,Cattle,1,
2043,3,0,4,Previous year,December,Sheep/Goat,6,
2043,3,0,5,Current year,April,Sheep/Goat,2,
2043,3,0,6,Current year,August,Sheep/Goat,3,
2043,4,0,4,Current year,July,Sheep/Goat,3,
2043,4,0,3,Current year,April,Sheep/Goat,3,
2043,4,0,2,Current year,February,Sheep/Goat,4,
2043,4,0,1,Previous year,October,Sheep/Goat,4,
2043,5,0,2,Current year,March,Cattle,2,
2043,5,0,1,Current year,March,Sheep/Goat,2,
2043,6,0,1,Previous year,November,Camel,1,
2043,6,0,3,Current year,February,Sheep/Goat,2,
2043,6,0,2,Previous year,December,Cattle,1,
2043,7,,1,2020,April,Sheep,2,2
2043,7,,3,2020,April,Goat,3,3
2043,7,,2,2019,March,Goat,3,3
2043,7,,2,2020,May,Sheep,2,2
2043,7,,1,2019,February,Cattle,1,1
2043,7,,1,2019,February,Goat,3,3
2044,2,,1,Previous year,December,Cattle,1,
2044,3,0,1,Previous year,October,Cattle,2,
2044,4,0,1,Current year,July,Sheep/Goat,1,
2044,5,0,1,Previous year,October,Cattle,2,
2044,7,,2,2020,October,Goat,2,2
2044,7,,1,2020,October,Goat,2,2
2045,1,,1,Current year,August,Sheep/Goat,2,
2045,2,,1,Current year,August,Sheep/Goat,3,
2045,3,0,2,Previous year,December,Sheep/Goat,5,
2045,3,0,1,Previous year,November,Sheep/Goat,10,
2045,3,0,4,Current year,March,Sheep/Goat,4,
2045,3,0,3,Current year,January,Sheep/Goat,6,
2045,3,0,5,Current year,August,Sheep/Goat,2,
2045,4,0,3,Current year,September,Sheep/Goat,9,
2045,4,0,1,Current year,April,Sheep/Goat,3,
2045,4,0,2,Current year,July,Sheep/Goat,3,
2045,5,0,1,Current year,March,Sheep/Goat,5,
2045,6,0,1,Previous year,December,Cattle,1,
2045,6,0,2,Current year,September,Sheep/Goat,6,
2045,6,0,3,Current year,August,Sheep/Goat,6,
2045,7,,8,2020,November,Goat,8,8
2045,7,,4,2020,November,Goat,8,8
2045,7,,5,2020,November,Goat,8,8
2045,7,,1,2020,November,Goat,8,8
2045,7,,1,2020,August,Cattle,1,1
2045,7,,6,2020,November,Goat,8,8
2045,7,,2,2020,December,Sheep,4,4
2045,7,,1,2020,December,Sheep,4,4
2045,7,,3,2020,November,Goat,8,8
2045,7,,4,2020,December,Sheep,4,4
2045,7,,7,2020,November,Goat,8,8
2045,7,,2,2020,November,Goat,8,8
2045,7,,3,2020,December,Sheep,4,4
2046,1,,1,Current year,April,Cattle,1,
2046,7,,2,2020,December,Cattle,2,2
2046,7,,1,2020,December,Goat,5,5
2046,7,,3,2020,December,Goat,5,5
2046,7,,2,2020,December,Goat,5,5
2046,7,,4,2020,December,Goat,5,5
2046,7,,1,2020,September,Cattle,2,2
2046,7,,5,2020,December,Goat,5,5
2047,1,,2,Current year,May,Sheep/Goat,1,
2047,1,,1,Current year,April,Cattle,1,
2047,2,,1,Current year,July,Sheep/Goat,1,
2048,1,,1,Current year,July,Cattle,8,
2048,2,,1,Current year,March,Sheep/Goat,2,
2048,2,,3,Current year,July,Cattle,1,
2048,2,,2,Current year,May,Sheep/Goat,2,
2048,3,0,1,Current year,August,Sheep/Goat,4,
2048,4,0,4,Current year,August,Cattle,1,
2048,4,0,2,Current year,June,Sheep/Goat,2,
2048,4,0,3,Current year,July,Sheep/Goat,3,
2048,4,0,1,Previous year,October,Sheep/Goat,3,
2048,5,0,2,Current year,April,Sheep/Goat,5,
2048,5,0,4,Previous year,October,Sheep/Goat,1,
2048,5,0,1,Previous year,November,Cattle,2,
2048,5,0,3,Current year,February,Sheep/Goat,3,
2048,6,0,2,Previous year,October,Sheep/Goat,6,
2048,6,0,1,Previous year,October,Cattle,1,
2048,6,0,4,Previous year,December,Sheep/Goat,4,
2048,6,0,3,Previous year,November,Cattle,1,
2048,6,0,5,Current year,February,Sheep/Goat,3,
2048,7,,3,2020,July,Goat,5,3
2048,7,,2,2020,May,Goat,5,3
2048,7,,1,2020,April,Goat,5,3
2049,1,,1,Current year,June,Sheep/Goat,1,
2049,2,,1,Current year,April,Cattle,1,
2049,2,,2,Current year,April,Sheep/Goat,3,
2049,3,0,3,Current year,July,Cattle,1,
2049,3,0,2,Current year,May,Sheep/Goat,8,
2049,3,0,1,Current year,April,Cattle,2,
2049,4,0,2,Current year,August,Sheep/Goat,2,
2049,4,0,1,Current year,March,Sheep/Goat,2,
2049,6,0,1,Current year,February,Sheep/Goat,5,
2049,7,,2,2020,June,Goat,2,2
2049,7,,1,2020,June,Goat,2,2
2050,2,,1,Current year,April,Sheep/Goat,2,
2051,1,,1,Current year,June,Cattle,1,
2051,2,,1,Current year,July,Cattle,1,
2051,3,0,1,Previous year,December,Cattle,1,
2051,4,0,2,Current year,September,Sheep/Goat,1,
2051,4,0,1,Current year,September,Cattle,1,
